"idx","session","sess","cond","block","trial","trial_within_block","rt","action","outcome","score","reversal","choice","opt_act","opt"
8,"pre_stim","Pre-Stim","Positive",2,64,29,0.25,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,65,30,0.384,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,66,31,0.4,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,67,32,0.35,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,68,33,0.383,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,69,34,0.234,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Positive",2,70,35,0.317,1,1,220,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,71,1,0.983,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,72,2,3.25,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,73,3,1.034,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,74,4,0.433,0,0,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,75,5,0.383,0,0,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,76,6,0.183,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,77,7,0.467,1,1,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,78,8,0.417,1,1,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,79,9,0.367,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,80,10,1.1,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,81,11,0.4,0,0,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,82,12,0.45,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,83,13,0.4,0,0,-50,1,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,84,14,0.667,0,0,-50,0,1,0,0
8,"pre_stim","Pre-Stim","Negative",1,85,15,0.567,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,86,16,0.467,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,87,17,0.483,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,88,18,0.55,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,89,19,0.466,1,0,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,90,20,0.417,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,91,21,0.583,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,92,22,0.433,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,93,23,0.483,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,94,24,0.417,1,1,-50,0,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,95,25,0.333,1,1,-50,1,0,0,1
8,"pre_stim","Pre-Stim","Negative",1,96,26,0.484,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,97,27,0.75,1,1,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,98,28,0.5,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,99,29,1.184,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,100,30,0.334,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,101,31,0.6,0,0,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,102,32,0.617,0,1,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,103,33,0.484,0,0,-50,0,1,1,1
8,"pre_stim","Pre-Stim","Negative",1,104,34,0.9,1,0,-50,0,0,1,0
8,"pre_stim","Pre-Stim","Negative",1,105,35,0.383,1,1,-50,0,0,1,0
8,"post_stim","Post-Stim","Mixed",3,1,1,0.633,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,2,2,0.434,0,0,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,3,3,0.316,0,0,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,4,4,0.15,1,0,260,0,0,1,0
8,"post_stim","Post-Stim","Mixed",3,5,5,0.317,1,0,260,0,0,1,0
8,"post_stim","Post-Stim","Mixed",3,6,6,0.234,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,7,7,0.45,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,8,8,0.2,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,9,9,0.3,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,10,10,0.05,0,0,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,11,11,0.517,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,12,12,0.383,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,13,13,0.066,0,0,260,1,1,1,1
8,"post_stim","Post-Stim","Mixed",3,14,14,0.45,0,0,260,0,1,0,0
8,"post_stim","Post-Stim","Mixed",3,15,15,0.383,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,16,16,0.466,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,17,17,0.367,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,18,18,0.317,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,19,19,0.467,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,20,20,0.55,1,0,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,21,21,0.3,1,1,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,22,22,0.417,1,0,260,0,0,0,1
8,"post_stim","Post-Stim","Mixed",3,23,23,0.9,0,0,260,0,1,0,0
8,"post_stim","Post-Stim","Mixed",3,24,24,0.583,0,0,260,0,1,0,0
8,"post_stim","Post-Stim","Mixed",3,25,25,0.284,1,0,260,1,0,0,1
8,"post_stim","Post-Stim","Mixed",3,26,26,0.3,1,1,260,0,0,1,0
8,"post_stim","Post-Stim","Mixed",3,27,27,0.183,1,0,260,0,0,1,0
8,"post_stim","Post-Stim","Mixed",3,28,28,0.067,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,29,29,0.484,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,30,30,0.4,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,31,31,0.267,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,32,32,0.6,0,0,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,33,33,0.217,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,34,34,0.183,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Mixed",3,35,35,0.366,0,1,260,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,36,1,0.767,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,37,2,0.483,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,38,3,0.433,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,39,4,0.367,0,0,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,40,5,0.467,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,41,6,0.433,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,42,7,0.35,0,0,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,43,8,0.25,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,44,9,0.366,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,45,10,0.466,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,46,11,0.267,0,0,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,47,12,0.233,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,48,13,0.333,0,1,330,1,1,1,1
8,"post_stim","Post-Stim","Positive",1,49,14,0.4,0,0,330,0,1,0,0
8,"post_stim","Post-Stim","Positive",1,50,15,0.4,0,0,330,0,1,0,0
8,"post_stim","Post-Stim","Positive",1,51,16,0.384,1,0,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,52,17,0.35,1,1,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,53,18,0.8,1,1,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,54,19,0.5,1,1,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,55,20,0.4,1,0,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,56,21,0.583,1,1,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,57,22,0.35,1,0,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,58,23,0.317,1,1,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,59,24,0.117,1,0,330,0,0,0,1
8,"post_stim","Post-Stim","Positive",1,60,25,0.4,1,1,330,1,0,0,1
8,"post_stim","Post-Stim","Positive",1,61,26,0.45,1,0,330,0,0,1,0
8,"post_stim","Post-Stim","Positive",1,62,27,0.166,1,0,330,0,0,1,0
8,"post_stim","Post-Stim","Positive",1,63,28,0.1,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,64,29,0.283,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,65,30,0.317,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,66,31,0.367,0,0,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,67,32,0.317,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,68,33,0.85,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,69,34,0.534,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Positive",1,70,35,0.183,0,1,330,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,71,1,0.85,0,1,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,72,2,0.35,0,1,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,73,3,0.4,0,0,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,74,4,0.334,0,0,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,75,5,0.517,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,76,6,0.534,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,77,7,0.467,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,78,8,0.334,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,79,9,0.299,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,80,10,0.317,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,81,11,0.384,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,82,12,0.35,1,0,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,83,13,0.7,1,1,190,1,0,0,1
8,"post_stim","Post-Stim","Negative",2,84,14,0.616,1,0,190,0,0,1,0
8,"post_stim","Post-Stim","Negative",2,85,15,0.466,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,86,16,0.517,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,87,17,0.483,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,88,18,0.533,0,0,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,89,19,0.567,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,90,20,0.833,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,91,21,0.451,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,92,22,0.134,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,93,23,0.384,0,1,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,94,24,0.484,0,0,190,0,1,1,1
8,"post_stim","Post-Stim","Negative",2,95,25,0.4,0,1,190,1,1,1,1
8,"post_stim","Post-Stim","Negative",2,96,26,0.35,0,0,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,97,27,0.716,1,0,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,98,28,0.517,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,99,29,0.5,1,1,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,100,30,0.45,1,0,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,101,31,0.299,0,0,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,102,32,0.4,0,0,190,0,1,0,0
8,"post_stim","Post-Stim","Negative",2,103,33,0.25,1,0,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,104,34,0.35,1,0,190,0,0,0,1
8,"post_stim","Post-Stim","Negative",2,105,35,0.025,0,0,190,0,1,0,0
8,"1w","Week 1","Mixed",3,1,1,0.617,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,2,2,0.367,0,0,450,0,1,1,1
8,"1w","Week 1","Mixed",3,3,3,0.217,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,4,4,0.334,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,5,5,1.05,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,6,6,0.4,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,7,7,0.284,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,8,8,0.166,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,9,9,0.283,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,10,10,0.2,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,11,11,0.024,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,12,12,0.167,0,0,450,0,1,1,1
8,"1w","Week 1","Mixed",3,13,13,0.3,0,1,450,1,1,1,1
8,"1w","Week 1","Mixed",3,14,14,0.35,0,0,450,0,1,0,0
8,"1w","Week 1","Mixed",3,15,15,0.583,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,16,16,0.234,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,17,17,0.433,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,18,18,0.117,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,19,19,2.133,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,20,20,0.149,1,0,450,0,0,0,1
8,"1w","Week 1","Mixed",3,21,21,0.2,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,22,22,0.234,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,23,23,0.216,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,24,24,0.317,1,1,450,0,0,0,1
8,"1w","Week 1","Mixed",3,25,25,0.134,1,0,450,1,0,0,1
8,"1w","Week 1","Mixed",3,26,26,0.267,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,27,27,0.3,0,0,450,0,1,1,1
8,"1w","Week 1","Mixed",3,28,28,0.217,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,29,29,0.45,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,30,30,0.634,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,31,31,0.166,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,32,32,0.366,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,33,33,0.25,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,34,34,0.35,0,1,450,0,1,1,1
8,"1w","Week 1","Mixed",3,35,35,0.416,0,1,450,0,1,1,1
8,"1w","Week 1","Positive",2,36,1,0.317,0,0,220,0,1,0,0
8,"1w","Week 1","Positive",2,37,2,0.95,0,0,220,0,1,0,0
8,"1w","Week 1","Positive",2,38,3,0.267,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,39,4,0.033,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,40,5,0.283,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,41,6,0.367,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,42,7,0.099,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,43,8,0.1,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,44,9,0.1,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,45,10,0.017,1,0,220,0,0,0,1
8,"1w","Week 1","Positive",2,46,11,0.317,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,47,12,0.384,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,48,13,0.466,1,1,220,1,0,0,1
8,"1w","Week 1","Positive",2,49,14,0.033,1,1,220,0,0,1,0
8,"1w","Week 1","Positive",2,50,15,0.217,1,0,220,0,0,1,0
8,"1w","Week 1","Positive",2,51,16,0.15,1,0,220,0,0,1,0
8,"1w","Week 1","Positive",2,52,17,0.433,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,53,18,0.025,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,54,19,0.283,0,0,220,0,1,1,1
8,"1w","Week 1","Positive",2,55,20,0.4,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,56,21,0.366,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,57,22,0.216,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,58,23,0.023,0,1,220,0,1,1,1
8,"1w","Week 1","Positive",2,59,24,0.029,0,0,220,0,1,1,1
8,"1w","Week 1","Positive",2,60,25,0.2,0,1,220,1,1,1,1
8,"1w","Week 1","Positive",2,61,26,0.184,0,0,220,0,1,0,0
8,"1w","Week 1","Positive",2,62,27,0.45,0,0,220,0,1,0,0
8,"1w","Week 1","Positive",2,63,28,0.334,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,64,29,0.034,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,65,30,0.233,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,66,31,0.167,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,67,32,0.283,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,68,33,0.267,1,1,220,0,0,0,1
8,"1w","Week 1","Positive",2,69,34,0.433,1,0,220,0,0,0,1
8,"1w","Week 1","Positive",2,70,35,0.084,1,1,220,0,0,0,1
8,"1w","Week 1","Negative",1,71,1,1.016,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,72,2,0.534,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,73,3,0.267,0,0,-30,0,1,1,1
8,"1w","Week 1","Negative",1,74,4,0.3,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,75,5,0.3,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,76,6,0.35,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,77,7,0.35,0,0,-30,0,1,1,1
8,"1w","Week 1","Negative",1,78,8,0.3,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,79,9,0.234,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,80,10,0.367,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,81,11,0.234,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,82,12,0.183,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,83,13,0.55,0,1,-30,1,1,1,1
8,"1w","Week 1","Negative",1,84,14,0.133,0,0,-30,0,1,0,0
8,"1w","Week 1","Negative",1,85,15,0.033,0,0,-30,0,1,0,0
8,"1w","Week 1","Negative",1,86,16,0.1,1,0,-30,0,0,0,1
8,"1w","Week 1","Negative",1,87,17,0.133,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,88,18,0.301,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,89,19,0.25,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,90,20,0.25,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,91,21,0.35,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,92,22,0.467,1,0,-30,0,0,0,1
8,"1w","Week 1","Negative",1,93,23,0.217,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,94,24,0.284,1,1,-30,0,0,0,1
8,"1w","Week 1","Negative",1,95,25,0.366,1,1,-30,1,0,0,1
8,"1w","Week 1","Negative",1,96,26,0.333,1,1,-30,0,0,1,0
8,"1w","Week 1","Negative",1,97,27,0.349,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,98,28,0.166,1,1,-30,0,0,1,0
8,"1w","Week 1","Negative",1,99,29,0.1,1,1,-30,0,0,1,0
8,"1w","Week 1","Negative",1,100,30,0.417,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,101,31,0.15,1,0,-30,0,0,1,0
8,"1w","Week 1","Negative",1,102,32,0.367,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,103,33,0.3,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,104,34,0.333,0,1,-30,0,1,1,1
8,"1w","Week 1","Negative",1,105,35,0.3,0,1,-30,0,1,1,1
8,"m1","Month 1","Mixed",1,1,1,1.417,0,0,250,0,1,0,0
8,"m1","Month 1","Mixed",1,2,2,0.867,0,0,250,0,1,0,0
8,"m1","Month 1","Mixed",1,3,3,0.717,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,4,4,0.267,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,5,5,1.367,1,0,250,0,0,0,1
8,"m1","Month 1","Mixed",1,6,6,0.383,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,7,7,0.367,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,8,8,0.366,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,9,9,0.317,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,10,10,0.316,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,11,11,0.334,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,12,12,0.349,1,0,250,1,0,0,1
8,"m1","Month 1","Mixed",1,13,13,0.817,1,0,250,0,0,1,0
8,"m1","Month 1","Mixed",1,14,14,0.2,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,15,15,0.283,0,0,250,0,1,1,1
8,"m1","Month 1","Mixed",1,16,16,0.316,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,17,17,0.283,0,0,250,0,1,1,1
8,"m1","Month 1","Mixed",1,18,18,0.317,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,19,19,0.517,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,20,20,0.283,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,21,21,0.333,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,22,22,0.351,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,23,23,0.317,0,1,250,0,1,1,1
8,"m1","Month 1","Mixed",1,24,24,0.183,0,0,250,1,1,1,1
8,"m1","Month 1","Mixed",1,25,25,0.251,0,0,250,0,1,0,0
8,"m1","Month 1","Mixed",1,26,26,0.083,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,27,27,0.251,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,28,28,0.2,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,29,29,0.1,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,30,30,0.266,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,31,31,0.25,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,32,32,0.017,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,33,33,0.033,1,1,250,0,0,0,1
8,"m1","Month 1","Mixed",1,34,34,0.1,1,0,250,0,0,0,1
8,"m1","Month 1","Mixed",1,35,35,0.35,1,1,250,0,0,0,1
8,"m1","Month 1","Positive",3,36,1,0.783,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,37,2,0.484,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,38,3,0.233,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,39,4,0.234,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,40,5,0.267,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,41,6,0.029,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,42,7,0.025,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,43,8,0.333,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,44,9,0.35,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,45,10,0.367,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,46,11,0.283,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,47,12,0.216,1,0,410,1,0,0,1
8,"m1","Month 1","Positive",3,48,13,0.301,1,0,410,0,0,1,0
8,"m1","Month 1","Positive",3,49,14,0.05,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,50,15,0.183,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,51,16,0.166,0,0,410,0,1,1,1
8,"m1","Month 1","Positive",3,52,17,0.333,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,53,18,0.217,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,54,19,0.025,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,55,20,0.199,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,56,21,0.367,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,57,22,0.583,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,58,23,0.2,0,1,410,0,1,1,1
8,"m1","Month 1","Positive",3,59,24,0.617,0,1,410,1,1,1,1
8,"m1","Month 1","Positive",3,60,25,0.15,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,61,26,0.1,0,1,410,0,1,0,0
8,"m1","Month 1","Positive",3,62,27,0.217,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,63,28,0.5,0,1,410,0,1,0,0
8,"m1","Month 1","Positive",3,64,29,0.316,0,1,410,0,1,0,0
8,"m1","Month 1","Positive",3,65,30,0.617,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,66,31,0.299,0,0,410,0,1,0,0
8,"m1","Month 1","Positive",3,67,32,0.266,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,68,33,0.216,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,69,34,0.234,1,1,410,0,0,0,1
8,"m1","Month 1","Positive",3,70,35,0.266,1,0,410,0,0,0,1
8,"m1","Month 1","Negative",2,71,1,0.834,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,72,2,0.516,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,73,3,0.301,0,0,170,0,1,1,1
8,"m1","Month 1","Negative",2,74,4,0.25,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,75,5,0.267,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,76,6,0.484,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,77,7,0.25,0,0,170,0,1,1,1
8,"m1","Month 1","Negative",2,78,8,0.367,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,79,9,0.4,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,80,10,0.366,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,81,11,0.15,0,1,170,0,1,1,1
8,"m1","Month 1","Negative",2,82,12,0.283,0,1,170,1,1,1,1
8,"m1","Month 1","Negative",2,83,13,0.45,0,1,170,0,1,0,0
