"idx","session","sess","cond","block","trial","trial_within_block","rt","action","outcome","score","reversal","choice","opt_act","opt"
1,"post_stim","Post-Stim","Positive",2,54,19,0.749980000001031,1,1,200,0,0,0,1
1,"post_stim","Post-Stim","Positive",2,55,20,0.883249999999791,1,0,200,0,0,0,1
1,"post_stim","Post-Stim","Positive",2,56,21,0.666280000000427,0,0,200,0,1,0,0
1,"post_stim","Post-Stim","Positive",2,57,22,0.649989999999676,1,1,200,0,0,0,1
1,"post_stim","Post-Stim","Positive",2,58,23,0.733699999999544,1,1,200,0,0,0,1
1,"post_stim","Post-Stim","Positive",2,59,24,0.91656000000178,1,1,200,0,0,0,1
1,"post_stim","Post-Stim","Positive",2,60,25,0.966749999999834,1,1,200,1,0,0,1
1,"post_stim","Post-Stim","Positive",2,61,26,0.483260000002034,1,0,200,0,0,1,0
1,"post_stim","Post-Stim","Positive",2,62,27,0.418470000001207,1,0,200,0,0,1,0
1,"post_stim","Post-Stim","Positive",2,63,28,1.35006000000064,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,64,29,0.362109999997614,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,65,30,0.75002000000012,0,0,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,66,31,0.861710000000471,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,67,32,0.566649999999981,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,68,33,0.533480000001276,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,69,34,0.716520000000656,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Positive",2,70,35,0.783060000001967,0,1,200,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,71,1,12.2333799999978,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,72,2,1.23307999999932,0,0,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,73,3,0.234949999998868,1,0,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,74,4,0.870600000001687,0,0,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,75,5,1.31310999999882,0,1,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,76,6,0.616789999999504,0,0,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,77,7,1.05006999999955,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,78,8,0.866830000000434,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,79,9,2.49947999999809,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,80,10,0.650120000000328,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,81,11,0.60062000000147,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,82,12,0.766479999999646,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,83,13,0.516680000001784,1,1,-40,1,0,0,1
1,"post_stim","Post-Stim","Negative",1,84,14,0.616750000000906,1,0,-40,0,0,1,0
1,"post_stim","Post-Stim","Negative",1,85,15,1.16650000000078,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,86,16,0.733239999999881,0,0,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,87,17,0.666570000000846,1,0,-40,0,0,1,0
1,"post_stim","Post-Stim","Negative",1,88,18,0.649959999999226,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,89,19,1.16649000000075,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,90,20,1.3210999999995,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,91,21,1.00021999999964,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,92,22,0.73769000000064,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,93,23,0.283389999998917,0,1,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,94,24,0.650089999999977,0,0,-40,0,1,1,1
1,"post_stim","Post-Stim","Negative",1,95,25,1.05408999999966,1,0,-40,1,0,1,0
1,"post_stim","Post-Stim","Negative",1,96,26,1.32936000000049,0,0,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,97,27,1.62065000000203,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,98,28,0.771079999997312,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,99,29,0.651660000000874,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,100,30,0.633209999998087,1,0,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,101,31,0.966530000000176,0,0,-40,0,1,0,0
1,"post_stim","Post-Stim","Negative",1,102,32,1.16665000000052,1,0,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,103,33,0.735090000000127,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,104,34,0.616780000001768,1,1,-40,0,0,0,1
1,"post_stim","Post-Stim","Negative",1,105,35,0.866769999998951,1,0,-40,0,0,0,1
1,"1w","Week 1","Mixed",3,1,1,2.40913999934195,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,2,2,0.450100000095372,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,3,3,0.683139999914173,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,4,4,0.483460000658059,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,5,5,0.582930000162154,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,6,6,1.20873000035293,0,0,170,0,1,1,1
1,"1w","Week 1","Mixed",3,7,7,0.650079999589934,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,8,8,0.366589999914176,0,0,170,0,1,1,1
1,"1w","Week 1","Mixed",3,9,9,0.533509999942765,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,10,10,0.649899999380132,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,11,11,0.516579999542245,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,12,12,0.566480000066726,0,0,170,1,1,1,1
1,"1w","Week 1","Mixed",3,13,13,0.333370000267003,0,0,170,0,1,0,0
1,"1w","Week 1","Mixed",3,14,14,0.466969999837858,1,0,170,0,0,0,1
1,"1w","Week 1","Mixed",3,15,15,0.256530000066732,0,0,170,0,1,0,0
1,"1w","Week 1","Mixed",3,16,16,0.450349999952223,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,17,17,0.625429999971232,1,0,170,0,0,0,1
1,"1w","Week 1","Mixed",3,18,18,0.649980000114311,0,0,170,0,1,0,0
1,"1w","Week 1","Mixed",3,19,19,0.416549999856912,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,20,20,0.558000000762817,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,21,21,0.800059999990282,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,22,22,0.833020000219136,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,23,23,0.81633999948491,1,1,170,0,0,0,1
1,"1w","Week 1","Mixed",3,24,24,0.898949999713793,1,1,170,1,0,0,1
1,"1w","Week 1","Mixed",3,25,25,0.733159999799639,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,26,26,1.01644000010472,0,0,170,0,1,1,1
1,"1w","Week 1","Mixed",3,27,27,0.317029999637555,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,28,28,0.433209999847293,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,29,29,0.524269999980902,0,0,170,0,1,1,1
1,"1w","Week 1","Mixed",3,30,30,0.617360000276562,1,1,170,0,0,1,0
1,"1w","Week 1","Mixed",3,31,31,0.400369999694846,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,32,32,0.53391000070593,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,33,33,0.316690000438825,1,0,170,0,0,1,0
1,"1w","Week 1","Mixed",3,34,34,0.39217999978078,0,1,170,0,1,1,1
1,"1w","Week 1","Mixed",3,35,35,0.508459999799783,0,1,170,0,1,1,1
1,"1w","Week 1","Positive",1,36,1,1.86661000056266,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,37,2,0.500459999561313,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,38,3,0.516580000019101,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,39,4,0.61170000028612,0,0,300,0,1,1,1
1,"1w","Week 1","Positive",1,40,5,0.832900000238453,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,41,6,0.366580000066776,0,0,300,0,1,1,1
1,"1w","Week 1","Positive",1,42,7,0.482970000028622,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,43,8,0.350070000123964,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,44,9,0.332639999961856,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,45,10,0.366599999856952,0,0,300,0,1,1,1
1,"1w","Week 1","Positive",1,46,11,0.466819999694827,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,47,12,0.34991999983788,0,1,300,1,1,1,1
1,"1w","Week 1","Positive",1,48,13,0.449779999732989,0,1,300,0,1,0,0
1,"1w","Week 1","Positive",1,49,14,0.483129999542157,0,0,300,0,1,0,0
1,"1w","Week 1","Positive",1,50,15,1.033249999666,0,0,300,0,1,0,0
1,"1w","Week 1","Positive",1,51,16,0.34209999985687,1,1,300,0,0,0,1
1,"1w","Week 1","Positive",1,52,17,0.383419999933196,1,1,300,0,0,0,1
1,"1w","Week 1","Positive",1,53,18,0.567139999627955,1,1,300,0,0,0,1
1,"1w","Week 1","Positive",1,54,19,0.600440000104754,1,1,300,0,0,0,1
1,"1w","Week 1","Positive",1,55,20,0.742050000238237,1,0,300,0,0,0,1
1,"1w","Week 1","Positive",1,56,21,0.842940000629284,1,1,300,0,0,0,1
1,"1w","Week 1","Positive",1,57,22,0.765780000114361,1,0,300,0,0,0,1
1,"1w","Week 1","Positive",1,58,23,0.600049999999868,0,0,300,0,1,0,0
1,"1w","Week 1","Positive",1,59,24,0.416620000171562,1,1,300,1,0,0,1
1,"1w","Week 1","Positive",1,60,25,0.716520000362266,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,61,26,0.48344999976149,1,0,300,0,0,1,0
1,"1w","Week 1","Positive",1,62,27,0.400039999961763,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,63,28,0.473969999790114,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,64,29,0.583649999857073,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,65,30,0.4835500002863,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,66,31,0.517060000133654,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,67,32,0.74267999992361,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,68,33,0.733739999818908,0,0,300,0,1,1,1
1,"1w","Week 1","Positive",1,69,34,0.450070000457941,0,1,300,0,1,1,1
1,"1w","Week 1","Positive",1,70,35,0.51637000007625,0,1,300,0,1,1,1
1,"1w","Week 1","Negative",2,71,1,1.68345999970435,1,0,180,0,0,0,1
1,"1w","Week 1","Negative",2,72,2,0.366530000305179,0,0,180,0,1,0,0
1,"1w","Week 1","Negative",2,73,3,0.41678000006676,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,74,4,0.51675999956133,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,75,5,0.616879999780679,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,76,6,1.2672800007344,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,77,7,0.700300000143095,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,78,8,0.650149999999982,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,79,9,0.799779999399163,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,80,10,1.04030999984741,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,81,11,0.432840000152581,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,82,12,0.642029999637593,1,1,180,1,0,0,1
1,"1w","Week 1","Negative",2,83,13,0.649540000438648,1,1,180,0,0,1,0
1,"1w","Week 1","Negative",2,84,14,0.859159999656555,1,0,180,0,0,1,0
1,"1w","Week 1","Negative",2,85,15,0.66709999971377,0,0,180,0,1,1,1
1,"1w","Week 1","Negative",2,86,16,0.449910000324152,1,0,180,0,0,1,0
1,"1w","Week 1","Negative",2,87,17,0.616450000190625,0,1,180,0,1,1,1
1,"1w","Week 1","Negative",2,88,18,0.626389999771078,0,0,180,0,1,1,1
1,"1w","Week 1","Negative",2,89,19,0.517079999637517,1,0,180,0,0,1,0
1,"1w","Week 1","Negative",2,90,20,0.500639999627964,0,1,180,0,1,1,1
1,"1w","Week 1","Negative",2,91,21,0.474259999465914,0,1,180,0,1,1,1
1,"1w","Week 1","Negative",2,92,22,0.500119999790101,0,1,180,0,1,1,1
1,"1w","Week 1","Negative",2,93,23,0.566369999837775,0,1,180,0,1,1,1
1,"1w","Week 1","Negative",2,94,24,0.900589999532528,0,1,180,1,1,1,1
1,"1w","Week 1","Negative",2,95,25,0.666619999885427,0,0,180,0,1,0,0
1,"1w","Week 1","Negative",2,96,26,1.02510999965651,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,97,27,0.716850000142884,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,98,28,0.966379999446815,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,99,29,0.865869999408687,1,0,180,0,0,0,1
1,"1w","Week 1","Negative",2,100,30,0.51654000015273,0,0,180,0,1,0,0
1,"1w","Week 1","Negative",2,101,31,0.433380000019127,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,102,32,0.499710000228959,1,0,180,0,0,0,1
1,"1w","Week 1","Negative",2,103,33,0.466679999876021,0,0,180,0,1,0,0
1,"1w","Week 1","Negative",2,104,34,0.608710000038229,1,1,180,0,0,0,1
1,"1w","Week 1","Negative",2,105,35,0.467100000095371,1,1,180,0,0,0,1
1,"m1","Month 1","Mixed",1,1,1,1.533,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,2,2,0.5,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,3,3,0.583,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,4,4,0.666,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,5,5,0.6,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,6,6,0.75,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,7,7,0.55,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,8,8,0.616,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,9,9,0.633,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,10,10,0.883,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,11,11,0.683,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,12,12,0.85,0,0,270,1,1,1,1
1,"m1","Month 1","Mixed",1,13,13,0.5,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,14,14,0.617,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,15,15,0.75,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,16,16,0.533,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,17,17,0.516,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,18,18,0.65,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,19,19,0.55,1,0,270,0,0,0,1
1,"m1","Month 1","Mixed",1,20,20,0.433,0,1,270,0,1,0,0
1,"m1","Month 1","Mixed",1,21,21,0.517,0,0,270,0,1,0,0
1,"m1","Month 1","Mixed",1,22,22,0.367,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,23,23,0.484,1,1,270,0,0,0,1
1,"m1","Month 1","Mixed",1,24,24,0.567,1,1,270,1,0,0,1
1,"m1","Month 1","Mixed",1,25,25,0.4,1,0,270,0,0,1,0
1,"m1","Month 1","Mixed",1,26,26,0.383,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,27,27,0.683,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,28,28,0.667,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,29,29,0.516,0,1,270,0,1,1,1
1,"m1","Month 1","Mixed",1,30,30,0.516,0,0,270,0,1,1,1
1,"m1","Month 1","Mixed",1,31,31,0.417,1,0,270,0,0,1,0
1,"m1","Month 1","Mixed",1,32,32,0.334,0,0,270,0,1,1,1
1,"m1","Month 1","Mixed",1,33,33,0.283,1,0,270,0,0,1,0
1,"m1","Month 1","Mixed",1,34,34,0.2,1,0,270,0,0,1,0
1,"m1","Month 1","Mixed",1,35,35,0.183,0,1,270,0,1,1,1
1,"m1","Month 1","Positive",3,36,1,2,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,37,2,0.75,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,38,3,0.733,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,39,4,0.666,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,40,5,0.55,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,41,6,0.45,0,0,410,0,1,1,1
1,"m1","Month 1","Positive",3,42,7,0.617,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,43,8,0.733,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,44,9,0.583,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,45,10,0.4,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,46,11,0.35,0,1,410,0,1,1,1
1,"m1","Month 1","Positive",3,47,12,0.367,0,1,410,1,1,1,1
1,"m1","Month 1","Positive",3,48,13,0.434,0,0,410,0,1,0,0
1,"m1","Month 1","Positive",3,49,14,0.484,1,0,410,0,0,0,1
1,"m1","Month 1","Positive",3,50,15,0.317,0,0,410,0,1,0,0
1,"m1","Month 1","Positive",3,51,16,0.333,0,0,410,0,1,0,0
1,"m1","Month 1","Positive",3,52,17,0.167,0,0,410,0,1,0,0
1,"m1","Month 1","Positive",3,53,18,0.617,1,1,410,0,0,0,1
1,"m1","Month 1","Positive",3,54,19,0.483,1,0,410,0,0,0,1
1,"m1","Month 1","Positive",3,55,20,0.317,0,0,410,0,1,0,0
1,"m1","Month 1","Positive",3,56,21,0.267,1,1,410,0,0,0,1
1,"m1","Month 1","Positive",3,57,22,0.367,1,1,410,0,0,0,1
1,"m1","Month 1","Positive",3,58,23,0.517,1,1,410,0,0,0,1
1,"m1","Month 1","Positive",3,59,24,0.35,1,1,410,1,0,0,1
1,"m1","Month 1","Positive",3,60,25,0.333,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,61,26,0.184,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,62,27,0.717,0,0,410,0,1,1,1
1,"m1","Month 1","Positive",3,63,28,0.283,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,64,29,0.217,0,0,410,0,1,1,1
1,"m1","Month 1","Positive",3,65,30,0.1,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,66,31,0.484,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,67,32,0.25,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,68,33,0.517,1,1,410,0,0,1,0
1,"m1","Month 1","Positive",3,69,34,0.616,1,0,410,0,0,1,0
1,"m1","Month 1","Positive",3,70,35,0.133,1,1,410,0,0,1,0
1,"m1","Month 1","Negative",2,71,1,1.134,0,0,220,0,1,0,0
1,"m1","Month 1","Negative",2,72,2,0.317,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,73,3,0.4,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,74,4,0.434,1,0,220,0,0,0,1
1,"m1","Month 1","Negative",2,75,5,0.333,0,0,220,0,1,0,0
1,"m1","Month 1","Negative",2,76,6,0.434,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,77,7,0.45,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,78,8,0.383,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,79,9,0.634,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,80,10,0.633,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,81,11,0.584,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,82,12,0.5,1,1,220,1,0,0,1
1,"m1","Month 1","Negative",2,83,13,0.45,1,0,220,0,0,1,0
1,"m1","Month 1","Negative",2,84,14,0.566,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,85,15,0.584,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,86,16,0.734,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,87,17,0.55,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,88,18,0.667,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,89,19,1.084,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,90,20,0.533,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,91,21,0.633,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,92,22,0.916,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,93,23,1.167,0,1,220,0,1,1,1
1,"m1","Month 1","Negative",2,94,24,0.733,0,1,220,1,1,1,1
1,"m1","Month 1","Negative",2,95,25,0.883,0,1,220,0,1,0,0
1,"m1","Month 1","Negative",2,96,26,0.733,0,0,220,0,1,0,0
1,"m1","Month 1","Negative",2,97,27,0.416,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,98,28,0.551,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,99,29,0.5,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,100,30,0.616,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,101,31,0.516,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,102,32,0.567,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,103,33,0.483,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,104,34,0.65,1,1,220,0,0,0,1
1,"m1","Month 1","Negative",2,105,35,0.6,1,1,220,0,0,0,1
1,"m3","Month 3","Mixed",3,1,1,1.484,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,2,2,0.6,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,3,3,0.433,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,4,4,0.683,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,5,5,1.05,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,6,6,0.584,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,7,7,0.533,0,0,310,0,1,1,1
1,"m3","Month 3","Mixed",3,8,8,1.867,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,9,9,0.783,0,0,310,0,1,1,1
1,"m3","Month 3","Mixed",3,10,10,0.383,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,11,11,0.534,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,12,12,0.767,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,13,13,0.583,0,1,310,1,1,1,1
1,"m3","Month 3","Mixed",3,14,14,0.534,0,0,310,0,1,0,0
1,"m3","Month 3","Mixed",3,15,15,2.417,0,0,310,0,1,0,0
1,"m3","Month 3","Mixed",3,16,16,0.567,0,0,310,0,1,0,0
1,"m3","Month 3","Mixed",3,17,17,0.216,1,0,310,0,0,0,1
1,"m3","Month 3","Mixed",3,18,18,0.334,1,0,310,0,0,0,1
1,"m3","Month 3","Mixed",3,19,19,0.35,1,1,310,0,0,0,1
1,"m3","Month 3","Mixed",3,20,20,0.384,1,1,310,0,0,0,1
1,"m3","Month 3","Mixed",3,21,21,3.1,1,1,310,0,0,0,1
1,"m3","Month 3","Mixed",3,22,22,0.533,1,1,310,0,0,0,1
1,"m3","Month 3","Mixed",3,23,23,0.45,1,0,310,0,0,0,1
1,"m3","Month 3","Mixed",3,24,24,0.7,1,1,310,0,0,0,1
1,"m3","Month 3","Mixed",3,25,25,0.7,1,1,310,1,0,0,1
1,"m3","Month 3","Mixed",3,26,26,1.35,1,0,310,0,0,1,0
1,"m3","Month 3","Mixed",3,27,27,0.383,1,0,310,0,0,1,0
1,"m3","Month 3","Mixed",3,28,28,0.367,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,29,29,0.45,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,30,30,0.583,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,31,31,0.517,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,32,32,0.967,0,0,310,0,1,1,1
1,"m3","Month 3","Mixed",3,33,33,0.649,1,0,310,0,0,1,0
1,"m3","Month 3","Mixed",3,34,34,0.55,0,1,310,0,1,1,1
1,"m3","Month 3","Mixed",3,35,35,1.883,0,1,310,0,1,1,1
1,"m3","Month 3","Positive",1,36,1,2.2,0,0,300,0,1,1,1
1,"m3","Month 3","Positive",1,37,2,1.05,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,38,3,0.483,0,0,300,0,1,1,1
1,"m3","Month 3","Positive",1,39,4,0.034,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,40,5,1.033,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,41,6,0.05,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,42,7,0.55,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,43,8,0.366,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,44,9,0.733,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,45,10,0.766,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,46,11,0.55,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,47,12,0.45,0,0,300,0,1,1,1
1,"m3","Month 3","Positive",1,48,13,0.317,0,1,300,1,1,1,1
1,"m3","Month 3","Positive",1,49,14,0.367,0,1,300,0,1,0,0
1,"m3","Month 3","Positive",1,50,15,0.383,0,0,300,0,1,0,0
1,"m3","Month 3","Positive",1,51,16,0.35,0,0,300,0,1,0,0
1,"m3","Month 3","Positive",1,52,17,0.2,1,1,300,0,0,0,1
1,"m3","Month 3","Positive",1,53,18,0.4,1,0,300,0,0,0,1
1,"m3","Month 3","Positive",1,54,19,0.249,1,1,300,0,0,0,1
1,"m3","Month 3","Positive",1,55,20,0.35,1,0,300,0,0,0,1
1,"m3","Month 3","Positive",1,56,21,0.383,1,1,300,0,0,0,1
1,"m3","Month 3","Positive",1,57,22,0.7,1,1,300,0,0,0,1
1,"m3","Month 3","Positive",1,58,23,0.383,1,0,300,0,0,0,1
1,"m3","Month 3","Positive",1,59,24,0.2,1,1,300,0,0,0,1
1,"m3","Month 3","Positive",1,60,25,0.467,1,1,300,1,0,0,1
1,"m3","Month 3","Positive",1,61,26,0.667,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,62,27,0.3,1,1,300,0,0,1,0
1,"m3","Month 3","Positive",1,63,28,0.467,1,1,300,0,0,1,0
1,"m3","Month 3","Positive",1,64,29,0.5,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,65,30,0.417,1,0,300,0,0,1,0
1,"m3","Month 3","Positive",1,66,31,0.217,0,0,300,0,1,1,1
1,"m3","Month 3","Positive",1,67,32,0.317,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,68,33,0.634,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,69,34,0.467,0,1,300,0,1,1,1
1,"m3","Month 3","Positive",1,70,35,0.4,0,1,300,0,1,1,1
