"panel","level","task","nt","stim","idx","trial","Oz"
"A","trial","RL","DA","Post-Stim",3,77,4.60832883973613
"A","trial","RL","DA","Post-Stim",3,78,7.75515763554963
"A","trial","RL","DA","Post-Stim",3,79,4.26077879796944
"A","trial","RL","DA","Post-Stim",3,80,3.39103509778151
"A","trial","RL","DA","Post-Stim",3,81,10.4302041675989
"A","trial","RL","DA","Post-Stim",3,82,4.26102603497514
"A","trial","RL","DA","Post-Stim",3,83,5.79291277863325
"A","trial","RL","DA","Post-Stim",3,84,5.83004051219633
"A","trial","RL","DA","Post-Stim",3,85,6.26964653322306
"A","trial","RL","DA","Post-Stim",3,86,4.46072635920223
"A","trial","RL","DA","Post-Stim",3,87,6.30643494442041
"A","trial","RL","DA","Post-Stim",3,88,5.96270173953008
"A","trial","RL","DA","Post-Stim",3,89,5.40244180399453
"A","trial","RL","DA","Post-Stim",3,90,9.07114215777866
"A","trial","RL","DA","Post-Stim",3,91,4.54251491519677
"A","trial","RL","DA","Post-Stim",3,92,4.47215172228812
"A","trial","RL","DA","Post-Stim",3,93,4.11702768888516
"A","trial","RL","DA","Post-Stim",3,94,7.67133768814226
"A","trial","RL","DA","Post-Stim",3,95,8.28642252732862
"A","trial","RL","DA","Post-Stim",3,96,5.78646818450758
"A","trial","RL","DA","Post-Stim",3,97,10.3035405277604
"A","trial","RL","DA","Post-Stim",3,98,3.7227602132121
"A","trial","RL","DA","Post-Stim",3,99,8.85258949375189
"A","trial","RL","DA","Post-Stim",3,100,5.54970686811047
"A","trial","RL","DA","Post-Stim",3,101,4.74123267317948
"A","trial","RL","DA","Post-Stim",3,102,5.91168499428568
"A","trial","RL","DA","Post-Stim",3,103,6.85738178875761
"A","trial","RL","DA","Post-Stim",3,104,5.36442640566591
"A","trial","RL","DA","Post-Stim",3,105,3.96874456416372
"A","trial","RL","SE","Pre-Stim",4,1,-7.88992262546432
"A","trial","RL","SE","Pre-Stim",4,2,-7.43913451260733
"A","trial","RL","SE","Pre-Stim",4,3,-7.80437842996422
"A","trial","RL","SE","Pre-Stim",4,4,-9.42086422892138
"A","trial","RL","SE","Pre-Stim",4,5,-8.79257091651618
"A","trial","RL","SE","Pre-Stim",4,6,-8.08294926642546
"A","trial","RL","SE","Pre-Stim",4,7,-9.18797821060196
"A","trial","RL","SE","Pre-Stim",4,8,-6.97700922558878
"A","trial","RL","SE","Pre-Stim",4,9,-7.29679341802385
"A","trial","RL","SE","Pre-Stim",4,10,-6.23702200504845
"A","trial","RL","SE","Pre-Stim",4,11,-7.22007866168253
"A","trial","RL","SE","Pre-Stim",4,12,-6.8534696511331
"A","trial","RL","SE","Pre-Stim",4,13,-6.53399113616009
