"panel","level","task","nt","stim","idx","trial","condition","Oz"
"A","trial","RL","5-HT","Pre-Stim",4,32,NA,-6.84679324925674
"A","trial","RL","5-HT","Pre-Stim",4,33,NA,-6.97571439351477
"A","trial","RL","5-HT","Pre-Stim",4,34,NA,-6.09860019547573
"A","trial","RL","5-HT","Pre-Stim",4,35,NA,-6.0179993347988
"A","trial","RL","5-HT","Pre-Stim",4,36,NA,-7.48322045377767
"A","trial","RL","5-HT","Pre-Stim",4,37,NA,-6.69793688957231
"A","trial","RL","5-HT","Pre-Stim",4,38,NA,-6.22961900069748
"A","trial","RL","5-HT","Pre-Stim",4,39,NA,-5.7740628373901
"A","trial","RL","5-HT","Pre-Stim",4,40,NA,-7.46159697629136
"A","trial","RL","5-HT","Pre-Stim",4,41,NA,-6.31992198804958
"A","trial","RL","5-HT","Pre-Stim",4,42,NA,-6.03078631701658
"A","trial","RL","5-HT","Pre-Stim",4,43,NA,-6.73170291448506
"A","trial","RL","5-HT","Pre-Stim",4,44,NA,-6.82106509194993
"A","trial","RL","5-HT","Pre-Stim",4,45,NA,-6.64469396275787
"A","trial","RL","5-HT","Pre-Stim",4,46,NA,-6.68844523363888
"A","trial","RL","5-HT","Pre-Stim",4,47,NA,-5.07802036040774
"A","trial","RL","5-HT","Pre-Stim",4,48,NA,-6.38889149785753
"A","trial","RL","5-HT","Pre-Stim",4,49,NA,-4.13921104793987
"A","trial","RL","5-HT","Pre-Stim",4,50,NA,-6.38506279040307
"A","trial","RL","5-HT","Pre-Stim",4,51,NA,-6.02049997698455
"A","trial","RL","5-HT","Pre-Stim",4,52,NA,-3.92301596708854
"A","trial","RL","5-HT","Pre-Stim",4,53,NA,-7.16765366863233
"A","trial","RL","5-HT","Pre-Stim",4,54,NA,-6.09472403136455
"A","trial","RL","5-HT","Pre-Stim",4,55,NA,-6.18888184649715
"A","trial","RL","5-HT","Pre-Stim",4,56,NA,-6.15284948626068
"A","trial","RL","5-HT","Pre-Stim",4,57,NA,-5.47433878287694
"A","trial","RL","5-HT","Pre-Stim",4,58,NA,-6.34147083205429
"A","trial","RL","5-HT","Pre-Stim",4,59,NA,-6.17842513581966
"A","trial","RL","5-HT","Pre-Stim",4,60,NA,-5.12471078944916
"A","trial","RL","5-HT","Pre-Stim",4,61,NA,-7.82870877701455
"A","trial","RL","5-HT","Pre-Stim",4,62,NA,-5.30836849593496
"A","trial","RL","5-HT","Pre-Stim",4,63,NA,-7.64144611799833
"A","trial","RL","5-HT","Pre-Stim",4,64,NA,-6.72488033198324
"A","trial","RL","5-HT","Pre-Stim",4,65,NA,-5.27696242358288
"A","trial","RL","5-HT","Pre-Stim",4,66,NA,-6.45581118388292
"A","trial","RL","5-HT","Pre-Stim",4,67,NA,-5.8459273387567
"A","trial","RL","5-HT","Pre-Stim",4,68,NA,-6.87782080276454
"A","trial","RL","5-HT","Pre-Stim",4,69,NA,-6.04431379738137
"A","trial","RL","5-HT","Pre-Stim",4,70,NA,-5.39155603502186
"A","trial","RL","5-HT","Pre-Stim",4,71,NA,-5.57843091023005
"A","trial","RL","5-HT","Pre-Stim",4,72,NA,-5.70087204917828
"A","trial","RL","5-HT","Pre-Stim",4,73,NA,-6.61004233794548
"A","trial","RL","5-HT","Pre-Stim",4,74,NA,-3.50308654376661
"A","trial","RL","5-HT","Pre-Stim",4,75,NA,-5.16815479006504
"A","trial","RL","5-HT","Pre-Stim",4,76,NA,-5.23217877277575
"A","trial","RL","5-HT","Pre-Stim",4,77,NA,-6.55742810992958
"A","trial","RL","5-HT","Pre-Stim",4,78,NA,-6.33457669989772
"A","trial","RL","5-HT","Pre-Stim",4,79,NA,-3.6619404540856
"A","trial","RL","5-HT","Pre-Stim",4,80,NA,-4.78446071392736
"A","trial","RL","5-HT","Pre-Stim",4,81,NA,-5.02429394112957
"A","trial","RL","5-HT","Pre-Stim",4,82,NA,-5.33208413611394
"A","trial","RL","5-HT","Pre-Stim",4,83,NA,-7.54266252649065
"A","trial","RL","5-HT","Pre-Stim",4,84,NA,-5.19914358951076
"A","trial","RL","5-HT","Pre-Stim",4,85,NA,-5.22095638776975
"A","trial","RL","5-HT","Pre-Stim",4,86,NA,-3.7085986208323
"A","trial","RL","5-HT","Pre-Stim",4,87,NA,-4.40074763024183
"A","trial","RL","5-HT","Pre-Stim",4,88,NA,-4.91539928742839
"A","trial","RL","5-HT","Pre-Stim",4,89,NA,-3.91801049778383
"A","trial","RL","5-HT","Pre-Stim",4,90,NA,-5.02749435871202
"A","trial","RL","5-HT","Pre-Stim",4,91,NA,-5.07942154726896
"A","trial","RL","5-HT","Pre-Stim",4,92,NA,-5.79621113607214
"A","trial","RL","5-HT","Pre-Stim",4,93,NA,-3.60611908542491
"A","trial","RL","5-HT","Pre-Stim",4,94,NA,-3.25076929212087
"A","trial","RL","5-HT","Pre-Stim",4,95,NA,-4.96765391848911
"A","trial","RL","5-HT","Pre-Stim",4,96,NA,-5.20366392430836
"A","trial","RL","5-HT","Pre-Stim",4,97,NA,-4.48397713691245
"A","trial","RL","5-HT","Pre-Stim",4,98,NA,-4.80497830985221
"A","trial","RL","5-HT","Pre-Stim",4,99,NA,-4.11282978180432
"A","trial","RL","5-HT","Pre-Stim",4,100,NA,-5.69033755745421
"A","trial","RL","5-HT","Pre-Stim",4,101,NA,-4.34761361029133
"A","trial","RL","5-HT","Pre-Stim",4,102,NA,-6.54112394003974
"A","trial","RL","5-HT","Pre-Stim",4,103,NA,-4.1331639277072
"A","trial","RL","5-HT","Pre-Stim",4,104,NA,-3.74673162401531
"A","trial","RL","5-HT","Pre-Stim",4,105,NA,-3.7026441526856
"A","trial","RL","DA","Post-Stim",5,2,NA,2.99814942817678
"A","trial","RL","DA","Post-Stim",5,3,NA,3.15350071130272
"A","trial","RL","DA","Post-Stim",5,4,NA,3.35170291565246
"A","trial","RL","DA","Post-Stim",5,5,NA,3.97127079520928
"A","trial","RL","DA","Post-Stim",5,6,NA,5.02829832951446
"A","trial","RL","DA","Post-Stim",5,7,NA,1.70112075707294
"A","trial","RL","DA","Post-Stim",5,8,NA,2.33998132450099
"A","trial","RL","DA","Post-Stim",5,9,NA,5.26673999595426
"A","trial","RL","DA","Post-Stim",5,10,NA,0.456811036394198
"A","trial","RL","DA","Post-Stim",5,11,NA,2.57895774798888
"A","trial","RL","DA","Post-Stim",5,12,NA,3.85023423799875
"A","trial","RL","DA","Post-Stim",5,13,NA,3.21399279866247
"A","trial","RL","DA","Post-Stim",5,14,NA,2.92456899742826
"A","trial","RL","DA","Post-Stim",5,15,NA,3.95265427060137
"A","trial","RL","DA","Post-Stim",5,16,NA,6.74086129995386
"A","trial","RL","DA","Post-Stim",5,17,NA,3.57936989711484
"A","trial","RL","DA","Post-Stim",5,18,NA,5.13616641254957
"A","trial","RL","DA","Post-Stim",5,19,NA,2.45472934946905
"A","trial","RL","DA","Post-Stim",5,20,NA,4.84066576612996
"A","trial","RL","DA","Post-Stim",5,21,NA,5.05654090394828
"A","trial","RL","DA","Post-Stim",5,22,NA,2.19409231010195
"A","trial","RL","DA","Post-Stim",5,23,NA,4.74766653344531
"A","trial","RL","DA","Post-Stim",5,24,NA,3.86887099801449
"A","trial","RL","DA","Post-Stim",5,25,NA,3.54620082107405
"A","trial","RL","DA","Post-Stim",5,26,NA,3.55331727936581
"A","trial","RL","DA","Post-Stim",5,27,NA,4.64382293994572
"A","trial","RL","DA","Post-Stim",5,28,NA,3.68546232287595
"A","trial","RL","DA","Post-Stim",5,29,NA,5.77982735163973
"A","trial","RL","DA","Post-Stim",5,30,NA,3.17256180799999
"A","trial","RL","DA","Post-Stim",5,31,NA,3.97356041847617
"A","trial","RL","DA","Post-Stim",5,32,NA,4.41014612678354
"A","trial","RL","DA","Post-Stim",5,33,NA,4.86319022301112
"A","trial","RL","DA","Post-Stim",5,34,NA,6.32296848441909
"A","trial","RL","DA","Post-Stim",5,35,NA,3.34268459486248
"A","trial","RL","DA","Post-Stim",5,36,NA,3.9471775313462
"A","trial","RL","DA","Post-Stim",5,37,NA,6.14563862870778
"A","trial","RL","DA","Post-Stim",5,38,NA,0.312209640462105
"A","trial","RL","DA","Post-Stim",5,39,NA,3.94201850703622
"A","trial","RL","DA","Post-Stim",5,40,NA,4.34552664658044
"A","trial","RL","DA","Post-Stim",5,41,NA,3.53864243429361
"A","trial","RL","DA","Post-Stim",5,42,NA,6.00500460597687
"A","trial","RL","DA","Post-Stim",5,43,NA,4.88981246521495
"A","trial","RL","DA","Post-Stim",5,44,NA,4.04164483698364
"A","trial","RL","DA","Post-Stim",5,45,NA,3.71179676978468
"A","trial","RL","DA","Post-Stim",5,46,NA,3.77818583248873
"A","trial","RL","DA","Post-Stim",5,47,NA,3.59563299645179
"A","trial","RL","DA","Post-Stim",5,48,NA,3.11072677792268
"A","trial","RL","DA","Post-Stim",5,49,NA,4.49884645953971
"A","trial","RL","DA","Post-Stim",5,50,NA,4.08501787755729
"A","trial","RL","DA","Post-Stim",5,51,NA,6.53188952570157
"A","trial","RL","DA","Post-Stim",5,52,NA,6.34182328958995
"A","trial","RL","DA","Post-Stim",5,53,NA,5.15713001432867
"A","trial","RL","DA","Post-Stim",5,54,NA,5.09466607703757
"A","trial","RL","DA","Post-Stim",5,55,NA,5.81287176213656
"A","trial","RL","DA","Post-Stim",5,56,NA,5.44894466761229
"A","trial","RL","DA","Post-Stim",5,57,NA,4.36251132875165
"A","trial","RL","DA","Post-Stim",5,58,NA,4.76659337826554
"A","trial","RL","DA","Post-Stim",5,59,NA,5.57391503627439
"A","trial","RL","DA","Post-Stim",5,60,NA,6.04195734482331
"A","trial","RL","DA","Post-Stim",5,61,NA,6.39516711289719
"A","trial","RL","DA","Post-Stim",5,62,NA,4.31487557080428
"A","trial","RL","DA","Post-Stim",5,63,NA,5.27617952528755
"A","trial","RL","DA","Post-Stim",5,64,NA,5.62756932711544
"A","trial","RL","DA","Post-Stim",5,65,NA,5.44241922763619
"A","trial","RL","DA","Post-Stim",5,66,NA,4.22461155920305
"A","trial","RL","DA","Post-Stim",5,67,NA,4.64699366267425
"A","trial","RL","DA","Post-Stim",5,68,NA,5.86897157887195
"A","trial","RL","DA","Post-Stim",5,69,NA,5.22672075781066
"A","trial","RL","DA","Post-Stim",5,70,NA,6.61255640236162
"A","trial","RL","DA","Post-Stim",5,72,NA,4.79548450887997
"A","trial","RL","DA","Post-Stim",5,73,NA,4.68912944607184
"A","trial","RL","DA","Post-Stim",5,74,NA,6.02701227356105
"A","trial","RL","DA","Post-Stim",5,75,NA,2.6005353804382
"A","trial","RL","DA","Post-Stim",5,76,NA,5.72716409271015
"A","trial","RL","DA","Post-Stim",5,77,NA,4.68583358182567
"A","trial","RL","DA","Post-Stim",5,78,NA,6.76015630326555
"A","trial","RL","DA","Post-Stim",5,79,NA,6.68460782978473
"A","trial","RL","DA","Post-Stim",5,80,NA,2.32287129965959
"A","trial","RL","DA","Post-Stim",5,81,NA,5.08354419671716
"A","trial","RL","DA","Post-Stim",5,82,NA,7.30776620488407
"A","trial","RL","DA","Post-Stim",5,83,NA,7.55854673052361
"A","trial","RL","DA","Post-Stim",5,84,NA,6.45902163299651
"A","trial","RL","DA","Post-Stim",5,85,NA,6.70689517397996
"A","trial","RL","DA","Post-Stim",5,86,NA,4.56552495290093
"A","trial","RL","DA","Post-Stim",5,87,NA,3.00338444015158
"A","trial","RL","DA","Post-Stim",5,88,NA,6.03225065965907
"A","trial","RL","DA","Post-Stim",5,89,NA,5.00193294161849
"A","trial","RL","DA","Post-Stim",5,90,NA,4.84369307586587
"A","trial","RL","DA","Post-Stim",5,91,NA,6.46396035268834
"A","trial","RL","DA","Post-Stim",5,92,NA,6.50813196800079
"A","trial","RL","DA","Post-Stim",5,93,NA,4.01746109678677
"A","trial","RL","DA","Post-Stim",5,94,NA,5.47369460445677
"A","trial","RL","DA","Post-Stim",5,95,NA,5.51585338691198
"A","trial","RL","DA","Post-Stim",5,96,NA,6.30961641155181
"A","trial","RL","DA","Post-Stim",5,97,NA,6.82749709421531
"A","trial","RL","DA","Post-Stim",5,98,NA,3.94446737637916
"A","trial","RL","DA","Post-Stim",5,99,NA,5.89411513946012
"A","trial","RL","DA","Post-Stim",5,100,NA,6.34824520177401
"A","trial","RL","DA","Post-Stim",5,101,NA,6.68405071766754
"A","trial","RL","DA","Post-Stim",5,102,NA,5.36133190103115
"A","trial","RL","DA","Post-Stim",5,103,NA,6.47008885462755
"A","trial","RL","DA","Post-Stim",5,104,NA,7.3227826816046
"A","trial","RL","DA","Post-Stim",5,105,NA,7.09975618792331
"A","trial","RL","5-HT","Post-Stim",5,2,NA,1.86048329699511
"A","trial","RL","5-HT","Post-Stim",5,3,NA,-0.303991085474233
"A","trial","RL","5-HT","Post-Stim",5,4,NA,-0.0424093329715027
"A","trial","RL","5-HT","Post-Stim",5,5,NA,1.54275854857121
"A","trial","RL","5-HT","Post-Stim",5,6,NA,2.98974297952223
"A","trial","RL","5-HT","Post-Stim",5,7,NA,5.57604189969514
"A","trial","RL","5-HT","Post-Stim",5,8,NA,7.11298290868469
"A","trial","RL","5-HT","Post-Stim",5,9,NA,5.39779949963995
"A","trial","RL","5-HT","Post-Stim",5,10,NA,6.43638083237555
"A","trial","RL","5-HT","Post-Stim",5,11,NA,4.16724366114654
"A","trial","RL","5-HT","Post-Stim",5,12,NA,3.02791358316397
"A","trial","RL","5-HT","Post-Stim",5,13,NA,3.63294983537148
"A","trial","RL","5-HT","Post-Stim",5,14,NA,1.61991771549511
"A","trial","RL","5-HT","Post-Stim",5,15,NA,2.52922668958231
"A","trial","RL","5-HT","Post-Stim",5,16,NA,2.62874807841107
"A","trial","RL","5-HT","Post-Stim",5,17,NA,4.04013706472704
"A","trial","RL","5-HT","Post-Stim",5,18,NA,3.13553885091579
"A","trial","RL","5-HT","Post-Stim",5,19,NA,3.14386090564777
"A","trial","RL","5-HT","Post-Stim",5,20,NA,3.27099185951647
"A","trial","RL","5-HT","Post-Stim",5,21,NA,3.44308762668096
"A","trial","RL","5-HT","Post-Stim",5,22,NA,4.49801618537684
"A","trial","RL","5-HT","Post-Stim",5,23,NA,0.579797993969757
"A","trial","RL","5-HT","Post-Stim",5,24,NA,3.5481420111168
"A","trial","RL","5-HT","Post-Stim",5,25,NA,3.9157249451376
"A","trial","RL","5-HT","Post-Stim",5,26,NA,3.8130352735688
"A","trial","RL","5-HT","Post-Stim",5,27,NA,0.729038243794324
"A","trial","RL","5-HT","Post-Stim",5,28,NA,0.231733152437944
"A","trial","RL","5-HT","Post-Stim",5,29,NA,2.53382125426785
"A","trial","RL","5-HT","Post-Stim",5,30,NA,5.35793108806124
"A","trial","RL","5-HT","Post-Stim",5,31,NA,2.59903976932175
"A","trial","RL","5-HT","Post-Stim",5,32,NA,2.80854757135144
"A","trial","RL","5-HT","Post-Stim",5,33,NA,5.85340525664812
"A","trial","RL","5-HT","Post-Stim",5,34,NA,2.84931533622103
"A","trial","RL","5-HT","Post-Stim",5,35,NA,7.55630240342873
"A","trial","RL","5-HT","Post-Stim",5,36,NA,2.30181593218035
"A","trial","RL","5-HT","Post-Stim",5,37,NA,4.07901102503591
"A","trial","RL","5-HT","Post-Stim",5,38,NA,5.44202960001819
"A","trial","RL","5-HT","Post-Stim",5,39,NA,4.66261155868306
"A","trial","RL","5-HT","Post-Stim",5,40,NA,3.93061589848742
"A","trial","RL","5-HT","Post-Stim",5,41,NA,3.39604238935036
"A","trial","RL","5-HT","Post-Stim",5,42,NA,5.22685894427486
"A","trial","RL","5-HT","Post-Stim",5,43,NA,4.6226573495913
"A","trial","RL","5-HT","Post-Stim",5,44,NA,2.29840564445492
"A","trial","RL","5-HT","Post-Stim",5,45,NA,2.09391916119955
"A","trial","RL","5-HT","Post-Stim",5,46,NA,2.96243471703691
"A","trial","RL","5-HT","Post-Stim",5,47,NA,5.45627962983617
"A","trial","RL","5-HT","Post-Stim",5,48,NA,4.32417897416587
"A","trial","RL","5-HT","Post-Stim",5,49,NA,4.27114590125414
"A","trial","RL","5-HT","Post-Stim",5,50,NA,5.41900296489923
"A","trial","RL","5-HT","Post-Stim",5,51,NA,2.68412747146526
"A","trial","RL","5-HT","Post-Stim",5,52,NA,2.66601786854965
"A","trial","RL","5-HT","Post-Stim",5,53,NA,4.26870051735311
"A","trial","RL","5-HT","Post-Stim",5,54,NA,2.69322283669098
"A","trial","RL","5-HT","Post-Stim",5,55,NA,1.59360082152899
"A","trial","RL","5-HT","Post-Stim",5,56,NA,5.97682931124104
"A","trial","RL","5-HT","Post-Stim",5,57,NA,2.94042890742781
"A","trial","RL","5-HT","Post-Stim",5,58,NA,7.75298681107001
"A","trial","RL","5-HT","Post-Stim",5,59,NA,3.64221156281505
"A","trial","RL","5-HT","Post-Stim",5,60,NA,5.39215398809521
"A","trial","RL","5-HT","Post-Stim",5,61,NA,6.2198997968887
"A","trial","RL","5-HT","Post-Stim",5,62,NA,8.90051310370518
"A","trial","RL","5-HT","Post-Stim",5,63,NA,5.93371124797325
"A","trial","RL","5-HT","Post-Stim",5,64,NA,6.69207897498775
"A","trial","RL","5-HT","Post-Stim",5,65,NA,6.10324351663928
"A","trial","RL","5-HT","Post-Stim",5,66,NA,6.87057104892914
"A","trial","RL","5-HT","Post-Stim",5,67,NA,5.62386414764357
"A","trial","RL","5-HT","Post-Stim",5,68,NA,5.38756392312485
"A","trial","RL","5-HT","Post-Stim",5,69,NA,5.685518758138
"A","trial","RL","5-HT","Post-Stim",5,70,NA,3.15721334600493
"A","trial","RL","5-HT","Post-Stim",5,72,NA,7.08018602349954
"A","trial","RL","5-HT","Post-Stim",5,73,NA,7.1713661320765
"A","trial","RL","5-HT","Post-Stim",5,74,NA,5.8165200860077
"A","trial","RL","5-HT","Post-Stim",5,75,NA,6.12285165240412
"A","trial","RL","5-HT","Post-Stim",5,76,NA,5.32794923502745
"A","trial","RL","5-HT","Post-Stim",5,77,NA,5.62750941189776
"A","trial","RL","5-HT","Post-Stim",5,78,NA,4.48399631665621
"A","trial","RL","5-HT","Post-Stim",5,79,NA,4.90514905855538
"A","trial","RL","5-HT","Post-Stim",5,80,NA,8.94064633836428
"A","trial","RL","5-HT","Post-Stim",5,81,NA,4.56663865823328
"A","trial","RL","5-HT","Post-Stim",5,82,NA,2.42239314985801
"A","trial","RL","5-HT","Post-Stim",5,83,NA,3.66617902062934
"A","trial","RL","5-HT","Post-Stim",5,84,NA,4.76521923061261
"A","trial","RL","5-HT","Post-Stim",5,85,NA,6.14222453167374
"A","trial","RL","5-HT","Post-Stim",5,86,NA,4.53728931021159
"A","trial","RL","5-HT","Post-Stim",5,87,NA,11.3633449300274
"A","trial","RL","5-HT","Post-Stim",5,88,NA,5.71865978158415
"A","trial","RL","5-HT","Post-Stim",5,89,NA,3.80810621919573
"A","trial","RL","5-HT","Post-Stim",5,90,NA,4.36459751444343
"A","trial","RL","5-HT","Post-Stim",5,91,NA,7.4285424473835
"A","trial","RL","5-HT","Post-Stim",5,92,NA,6.18004913760925
"A","trial","RL","5-HT","Post-Stim",5,93,NA,5.46745347751597
"A","trial","RL","5-HT","Post-Stim",5,94,NA,3.91747158011735
"A","trial","RL","5-HT","Post-Stim",5,95,NA,4.03473675648025
"A","trial","RL","5-HT","Post-Stim",5,96,NA,3.35448800624304
"A","trial","RL","5-HT","Post-Stim",5,97,NA,6.39919522860271
"A","trial","RL","5-HT","Post-Stim",5,98,NA,4.91473555323025
"A","trial","RL","5-HT","Post-Stim",5,99,NA,7.79779969418569
"A","trial","RL","5-HT","Post-Stim",5,100,NA,3.9951239620212
"A","trial","RL","5-HT","Post-Stim",5,101,NA,6.09182753206252
"A","trial","RL","5-HT","Post-Stim",5,102,NA,5.39053710686237
"A","trial","RL","5-HT","Post-Stim",5,103,NA,2.75985387879794
"A","trial","RL","5-HT","Post-Stim",5,104,NA,3.77644041283189
"A","trial","RL","5-HT","Post-Stim",5,105,NA,5.82044070242541
"A","trial","RL","DA","Pre-Stim",5,1,NA,-5.03229978330421
"A","trial","RL","DA","Pre-Stim",5,2,NA,-3.85711291026526
"A","trial","RL","DA","Pre-Stim",5,3,NA,-5.97731842678794
"A","trial","RL","DA","Pre-Stim",5,4,NA,-6.4526923671217
"A","trial","RL","DA","Pre-Stim",5,5,NA,-4.76139170686344
"A","trial","RL","DA","Pre-Stim",5,6,NA,-5.46675922693259
"A","trial","RL","DA","Pre-Stim",5,7,NA,-4.69369013368959
"A","trial","RL","DA","Pre-Stim",5,8,NA,-6.52394249100675
"A","trial","RL","DA","Pre-Stim",5,9,NA,-4.11630733678249
"A","trial","RL","DA","Pre-Stim",5,10,NA,-9.21527508831836
"A","trial","RL","DA","Pre-Stim",5,11,NA,-5.82335577944832
"A","trial","RL","DA","Pre-Stim",5,12,NA,-6.44604897317341
"A","trial","RL","DA","Pre-Stim",5,13,NA,-6.79440933760794
"A","trial","RL","DA","Pre-Stim",5,14,NA,-7.21705303202844
"A","trial","RL","DA","Pre-Stim",5,15,NA,-4.57810106683082
"A","trial","RL","DA","Pre-Stim",5,16,NA,-8.0676835409123
"A","trial","RL","DA","Pre-Stim",5,17,NA,-5.23521597896353
"A","trial","RL","DA","Pre-Stim",5,18,NA,-6.87495292904586
"A","trial","RL","DA","Pre-Stim",5,19,NA,-6.29745678189447
"A","trial","RL","DA","Pre-Stim",5,20,NA,-6.72614407406361
"A","trial","RL","DA","Pre-Stim",5,21,NA,-8.24726635698891
"A","trial","RL","DA","Pre-Stim",5,22,NA,-4.33986588714378
"A","trial","RL","DA","Pre-Stim",5,23,NA,-6.54333908225216
"A","trial","RL","DA","Pre-Stim",5,24,NA,-5.4517221891307
"A","trial","RL","DA","Pre-Stim",5,25,NA,-6.06162747730144
"A","trial","RL","DA","Pre-Stim",5,26,NA,-6.28866903079821
"A","trial","RL","DA","Pre-Stim",5,27,NA,-6.17483699951847
"A","trial","RL","DA","Pre-Stim",5,28,NA,-4.12436694996203
"A","trial","RL","DA","Pre-Stim",5,29,NA,-6.01842437985917
"A","trial","RL","DA","Pre-Stim",5,30,NA,-6.02566090383466
"A","trial","RL","DA","Pre-Stim",5,31,NA,-7.06588577330597
"A","trial","RL","DA","Pre-Stim",5,32,NA,-6.07126215731977
"A","trial","RL","DA","Pre-Stim",5,33,NA,-5.28601901572771
"A","trial","RL","DA","Pre-Stim",5,34,NA,-5.95050233909191
"A","trial","RL","DA","Pre-Stim",5,35,NA,-4.44817095338982
"A","trial","RL","DA","Pre-Stim",5,36,NA,-7.61623977151315
"A","trial","RL","DA","Pre-Stim",5,37,NA,-6.24368855835255
"A","trial","RL","DA","Pre-Stim",5,38,NA,-5.14605140395716
"A","trial","RL","DA","Pre-Stim",5,39,NA,-6.3869962955562
"A","trial","RL","DA","Pre-Stim",5,40,NA,-7.54490397983476
"A","trial","RL","DA","Pre-Stim",5,41,NA,-6.66501205914585
"A","trial","RL","DA","Pre-Stim",5,42,NA,-7.99261278606438
"A","trial","RL","DA","Pre-Stim",5,43,NA,-5.91060252669938
"A","trial","RL","DA","Pre-Stim",5,44,NA,-5.99431338275883
"A","trial","RL","DA","Pre-Stim",5,45,NA,-4.31553731155925
"A","trial","RL","DA","Pre-Stim",5,46,NA,-6.14721860896386
"A","trial","RL","DA","Pre-Stim",5,47,NA,-6.13220628250558
"A","trial","RL","DA","Pre-Stim",5,48,NA,-5.903280582266
"A","trial","RL","DA","Pre-Stim",5,49,NA,-6.95893605457182
"A","trial","RL","DA","Pre-Stim",5,50,NA,-6.38643252051272
"A","trial","RL","DA","Pre-Stim",5,51,NA,-6.71978619891698
"A","trial","RL","DA","Pre-Stim",5,52,NA,-7.03443340121887
"A","trial","RL","DA","Pre-Stim",5,53,NA,-6.68605708816545
"A","trial","RL","DA","Pre-Stim",5,54,NA,-8.07931167877785
"A","trial","RL","DA","Pre-Stim",5,55,NA,-8.16853176829588
"A","trial","RL","DA","Pre-Stim",5,56,NA,-7.88633900833346
"A","trial","RL","DA","Pre-Stim",5,57,NA,-6.90834108436908
"A","trial","RL","DA","Pre-Stim",5,58,NA,-5.67866584237597
"A","trial","RL","DA","Pre-Stim",5,59,NA,-5.52269501833166
"A","trial","RL","DA","Pre-Stim",5,60,NA,-7.08456755251031
"A","trial","RL","DA","Pre-Stim",5,61,NA,-7.32470904332059
"A","trial","RL","DA","Pre-Stim",5,62,NA,-7.3760274087263
"A","trial","RL","DA","Pre-Stim",5,63,NA,-6.84088978065879
"A","trial","RL","DA","Pre-Stim",5,64,NA,-7.23804437709854
"A","trial","RL","DA","Pre-Stim",5,65,NA,-8.63291836121898
"A","trial","RL","DA","Pre-Stim",5,66,NA,-9.1471843252466
"A","trial","RL","DA","Pre-Stim",5,67,NA,-7.12959178068151
"A","trial","RL","DA","Pre-Stim",5,68,NA,-6.49710514898786
"A","trial","RL","DA","Pre-Stim",5,69,NA,-5.45162282762753
"A","trial","RL","DA","Pre-Stim",5,70,NA,-6.3962585353285
"A","trial","RL","DA","Pre-Stim",5,71,NA,-6.3103308343845
"A","trial","RL","DA","Pre-Stim",5,72,NA,-7.51210996808405
"A","trial","RL","DA","Pre-Stim",5,73,NA,-7.11320607172998
"A","trial","RL","DA","Pre-Stim",5,74,NA,-5.77458536633768
"A","trial","RL","DA","Pre-Stim",5,75,NA,-7.10468489461782
"A","trial","RL","DA","Pre-Stim",5,76,NA,-6.8263054838896
"A","trial","RL","DA","Pre-Stim",5,77,NA,-5.98981167468559
"A","trial","RL","DA","Pre-Stim",5,78,NA,-8.71066058684752
"A","trial","RL","DA","Pre-Stim",5,79,NA,-4.7285984366261
"A","trial","RL","DA","Pre-Stim",5,80,NA,-6.10267309660954
"A","trial","RL","DA","Pre-Stim",5,81,NA,-6.78630675915471
"A","trial","RL","DA","Pre-Stim",5,82,NA,-7.38661569636129
"A","trial","RL","DA","Pre-Stim",5,83,NA,-7.54947486168411
"A","trial","RL","DA","Pre-Stim",5,84,NA,-6.38005096378353
"A","trial","RL","DA","Pre-Stim",5,85,NA,-8.24125631574536
"A","trial","RL","DA","Pre-Stim",5,86,NA,-9.07934883276063
"A","trial","RL","DA","Pre-Stim",5,87,NA,-6.67676319551808
"A","trial","RL","DA","Pre-Stim",5,88,NA,-7.65661101124224
"A","trial","RL","DA","Pre-Stim",5,89,NA,-5.09304015314239
"A","trial","RL","DA","Pre-Stim",5,90,NA,-7.35386390207868
"A","trial","RL","DA","Pre-Stim",5,91,NA,-7.10050916979872
"A","trial","RL","DA","Pre-Stim",5,92,NA,-8.74576540060765
"A","trial","RL","DA","Pre-Stim",5,93,NA,-7.28941465962793
"A","trial","RL","DA","Pre-Stim",5,94,NA,-8.85180790102683
"A","trial","RL","DA","Pre-Stim",5,95,NA,-6.52444484605345
"A","trial","RL","DA","Pre-Stim",5,96,NA,-7.17853617191132
"A","trial","RL","DA","Pre-Stim",5,97,NA,-6.32738552504669
"A","trial","RL","DA","Pre-Stim",5,98,NA,-7.79162226255578
"A","trial","RL","DA","Pre-Stim",5,99,NA,-6.89944749797416
"A","trial","RL","DA","Pre-Stim",5,100,NA,-7.05518395362479
"A","trial","RL","DA","Pre-Stim",5,101,NA,-7.05012317823471
"A","trial","RL","DA","Pre-Stim",5,102,NA,-7.34451967314943
"A","trial","RL","DA","Pre-Stim",5,103,NA,-7.56705206996949
"A","trial","RL","DA","Pre-Stim",5,104,NA,-6.10521118774453
"A","trial","RL","DA","Pre-Stim",5,105,NA,-6.7299043606177
"A","trial","RL","5-HT","Pre-Stim",5,1,NA,-3.23829717796297
"A","trial","RL","5-HT","Pre-Stim",5,2,NA,-0.718649048672867
"A","trial","RL","5-HT","Pre-Stim",5,3,NA,-0.231974499287841
"A","trial","RL","5-HT","Pre-Stim",5,4,NA,-2.7452807690831
