"panel","level","task","nt","stim","idx","trial","condition","Oz"
"A","trial","RL","DA","Pre-Stim",5,80,NA,-4.86344940648989
"A","trial","RL","DA","Pre-Stim",5,81,NA,-3.585520716581
"A","trial","RL","DA","Pre-Stim",5,82,NA,-7.46628194458429
"A","trial","RL","DA","Pre-Stim",5,83,NA,-5.55892626553335
"A","trial","RL","DA","Pre-Stim",5,84,NA,-6.4631885286826
"A","trial","RL","DA","Pre-Stim",5,85,NA,-3.57562185104226
"A","trial","RL","DA","Pre-Stim",5,86,NA,-5.47113501341964
"A","trial","RL","DA","Pre-Stim",5,87,NA,-5.9601381542153
"A","trial","RL","DA","Pre-Stim",5,88,NA,-4.38408440469208
"A","trial","RL","DA","Pre-Stim",5,89,NA,-7.76535909677151
"A","trial","RL","DA","Pre-Stim",5,90,NA,-5.11377470402608
"A","trial","RL","DA","Pre-Stim",5,91,NA,-7.56269856425032
"A","trial","RL","DA","Pre-Stim",5,92,NA,-4.70613915546047
"A","trial","RL","DA","Pre-Stim",5,93,NA,-6.22944090148919
"A","trial","RL","DA","Pre-Stim",5,94,NA,-8.98285239930549
"A","trial","RL","DA","Pre-Stim",5,95,NA,-6.45898352036599
"A","trial","RL","DA","Pre-Stim",5,96,NA,-4.09858517692979
"A","trial","RL","DA","Pre-Stim",5,97,NA,-4.65552539158113
"A","trial","RL","DA","Pre-Stim",5,98,NA,-3.90692255472074
"A","trial","RL","DA","Pre-Stim",5,99,NA,-6.08102447314116
"A","trial","RL","DA","Pre-Stim",5,100,NA,-3.61057966622193
"A","trial","RL","DA","Pre-Stim",5,101,NA,-4.22021667147959
"A","trial","RL","DA","Pre-Stim",5,102,NA,-5.43775909024132
"A","trial","RL","DA","Pre-Stim",5,103,NA,-4.56379458851279
"A","trial","RL","DA","Pre-Stim",5,104,NA,-2.2069753894208
"A","trial","RL","DA","Pre-Stim",5,105,NA,-7.94464035664048
"A","trial","RL","5-HT","Post-Stim",5,2,NA,1.82101563057053
"A","trial","RL","5-HT","Post-Stim",5,3,NA,0.283952792026719
"A","trial","RL","5-HT","Post-Stim",5,4,NA,1.19517327175151
"A","trial","RL","5-HT","Post-Stim",5,5,NA,2.33862439706056
"A","trial","RL","5-HT","Post-Stim",5,6,NA,3.51828736433507
"A","trial","RL","5-HT","Post-Stim",5,7,NA,3.66977869750238
"A","trial","RL","5-HT","Post-Stim",5,8,NA,3.08974410939546
"A","trial","RL","5-HT","Post-Stim",5,9,NA,7.48689400533587
"A","trial","RL","5-HT","Post-Stim",5,10,NA,4.90620735540758
"A","trial","RL","5-HT","Post-Stim",5,11,NA,3.94184396657022
"A","trial","RL","5-HT","Post-Stim",5,12,NA,4.65378555578435
"A","trial","RL","5-HT","Post-Stim",5,13,NA,5.14776275261961
"A","trial","RL","5-HT","Post-Stim",5,14,NA,3.35768933301541
"A","trial","RL","5-HT","Post-Stim",5,15,NA,4.03197070613198
"A","trial","RL","5-HT","Post-Stim",5,16,NA,5.531839232862
"A","trial","RL","5-HT","Post-Stim",5,17,NA,2.56876029916028
"A","trial","RL","5-HT","Post-Stim",5,18,NA,2.26043060464578
"A","trial","RL","5-HT","Post-Stim",5,19,NA,2.04274542160416
"A","trial","RL","5-HT","Post-Stim",5,20,NA,1.16235937470915
"A","trial","RL","5-HT","Post-Stim",5,21,NA,1.91804249405735
"A","trial","RL","5-HT","Post-Stim",5,22,NA,1.90811562475128
"A","trial","RL","5-HT","Post-Stim",5,23,NA,2.25511944094485
"A","trial","RL","5-HT","Post-Stim",5,24,NA,2.71328248822751
"A","trial","RL","5-HT","Post-Stim",5,25,NA,3.58679186218964
"A","trial","RL","5-HT","Post-Stim",5,26,NA,2.1153462029217
"A","trial","RL","5-HT","Post-Stim",5,27,NA,4.30497257083465
"A","trial","RL","5-HT","Post-Stim",5,28,NA,1.3628216265087
"A","trial","RL","5-HT","Post-Stim",5,29,NA,4.5487352300929
"A","trial","RL","5-HT","Post-Stim",5,30,NA,3.51333938404186
"A","trial","RL","5-HT","Post-Stim",5,31,NA,3.46133149149475
"A","trial","RL","5-HT","Post-Stim",5,32,NA,4.58623625758104
"A","trial","RL","5-HT","Post-Stim",5,33,NA,5.4664757754733
"A","trial","RL","5-HT","Post-Stim",5,34,NA,6.01838087827265
"A","trial","RL","5-HT","Post-Stim",5,35,NA,5.55355611597314
"A","trial","RL","5-HT","Post-Stim",5,36,NA,3.40671116403576
"A","trial","RL","5-HT","Post-Stim",5,37,NA,5.12818280008116
"A","trial","RL","5-HT","Post-Stim",5,38,NA,6.02218755466614
"A","trial","RL","5-HT","Post-Stim",5,39,NA,10.4558019464156
"A","trial","RL","5-HT","Post-Stim",5,40,NA,3.09981772957816
"A","trial","RL","5-HT","Post-Stim",5,41,NA,2.9016113582938
"A","trial","RL","5-HT","Post-Stim",5,42,NA,7.14774345763254
"A","trial","RL","5-HT","Post-Stim",5,43,NA,5.25570152422693
"A","trial","RL","5-HT","Post-Stim",5,44,NA,1.49708349373403
"A","trial","RL","5-HT","Post-Stim",5,45,NA,2.65545619403237
"A","trial","RL","5-HT","Post-Stim",5,46,NA,5.57855363714629
"A","trial","RL","5-HT","Post-Stim",5,47,NA,6.88623684793571
"A","trial","RL","5-HT","Post-Stim",5,48,NA,3.74415612972497
"A","trial","RL","5-HT","Post-Stim",5,49,NA,4.68694633400296
"A","trial","RL","5-HT","Post-Stim",5,50,NA,7.00972883688919
"A","trial","RL","5-HT","Post-Stim",5,51,NA,4.06387958129131
"A","trial","RL","5-HT","Post-Stim",5,52,NA,5.05826387719433
"A","trial","RL","5-HT","Post-Stim",5,53,NA,2.71915616249397
"A","trial","RL","5-HT","Post-Stim",5,54,NA,1.88114556127053
"A","trial","RL","5-HT","Post-Stim",5,55,NA,1.84047593964842
"A","trial","RL","5-HT","Post-Stim",5,56,NA,5.17417334370565
"A","trial","RL","5-HT","Post-Stim",5,57,NA,5.44015657072716
"A","trial","RL","5-HT","Post-Stim",5,58,NA,8.73473483496272
"A","trial","RL","5-HT","Post-Stim",5,59,NA,5.28337827330828
"A","trial","RL","5-HT","Post-Stim",5,60,NA,5.54534299075727
"A","trial","RL","5-HT","Post-Stim",5,61,NA,7.84255154931547
"A","trial","RL","5-HT","Post-Stim",5,62,NA,4.35462306645677
"A","trial","RL","5-HT","Post-Stim",5,63,NA,7.43314361267377
"A","trial","RL","5-HT","Post-Stim",5,64,NA,6.2290430373481
"A","trial","RL","5-HT","Post-Stim",5,65,NA,8.12391401367407
"A","trial","RL","5-HT","Post-Stim",5,66,NA,8.2174876352671
"A","trial","RL","5-HT","Post-Stim",5,67,NA,5.97783724837009
"A","trial","RL","5-HT","Post-Stim",5,68,NA,5.90427192001319
"A","trial","RL","5-HT","Post-Stim",5,69,NA,6.32990623294213
"A","trial","RL","5-HT","Post-Stim",5,70,NA,4.76302850585269
"A","trial","RL","5-HT","Post-Stim",5,72,NA,8.50083151498682
"A","trial","RL","5-HT","Post-Stim",5,73,NA,6.67755627394603
"A","trial","RL","5-HT","Post-Stim",5,74,NA,5.43106394671567
"A","trial","RL","5-HT","Post-Stim",5,75,NA,7.3756482719033
"A","trial","RL","5-HT","Post-Stim",5,76,NA,6.31736577850685
"A","trial","RL","5-HT","Post-Stim",5,77,NA,7.82707293665712
"A","trial","RL","5-HT","Post-Stim",5,78,NA,7.11762771675238
"A","trial","RL","5-HT","Post-Stim",5,79,NA,5.09240807598965
"A","trial","RL","5-HT","Post-Stim",5,80,NA,7.33238946149079
"A","trial","RL","5-HT","Post-Stim",5,81,NA,6.30546484305426
"A","trial","RL","5-HT","Post-Stim",5,82,NA,3.42377405520894
"A","trial","RL","5-HT","Post-Stim",5,83,NA,6.23816758849054
"A","trial","RL","5-HT","Post-Stim",5,84,NA,2.90271694892579
"A","trial","RL","5-HT","Post-Stim",5,85,NA,7.81139416863232
"A","trial","RL","5-HT","Post-Stim",5,86,NA,6.37991284197626
"A","trial","RL","5-HT","Post-Stim",5,87,NA,8.58692169624595
"A","trial","RL","5-HT","Post-Stim",5,88,NA,5.9781400840525
"A","trial","RL","5-HT","Post-Stim",5,89,NA,4.92687937334637
"A","trial","RL","5-HT","Post-Stim",5,90,NA,6.16004501616449
"A","trial","RL","5-HT","Post-Stim",5,91,NA,8.00160111875203
"A","trial","RL","5-HT","Post-Stim",5,92,NA,4.08611118419612
"A","trial","RL","5-HT","Post-Stim",5,93,NA,4.38623530642111
"A","trial","RL","5-HT","Post-Stim",5,94,NA,4.10447283613091
"A","trial","RL","5-HT","Post-Stim",5,95,NA,4.2805899704161
"A","trial","RL","5-HT","Post-Stim",5,96,NA,6.82240419966711
"A","trial","RL","5-HT","Post-Stim",5,97,NA,9.22711247868328
"A","trial","RL","5-HT","Post-Stim",5,98,NA,4.0531050603273
"A","trial","RL","5-HT","Post-Stim",5,99,NA,7.52647081296108
"A","trial","RL","5-HT","Post-Stim",5,100,NA,5.95600476848719
"A","trial","RL","5-HT","Post-Stim",5,101,NA,7.18533990585386
"A","trial","RL","5-HT","Post-Stim",5,102,NA,3.86706781604713
"A","trial","RL","5-HT","Post-Stim",5,103,NA,5.03768149319238
"A","trial","RL","5-HT","Post-Stim",5,104,NA,3.86086420795582
"A","trial","RL","5-HT","Post-Stim",5,105,NA,7.52905157043838
"A","trial","RL","DA","Post-Stim",5,2,NA,5.2949410937069
"A","trial","RL","DA","Post-Stim",5,3,NA,4.7779911178519
"A","trial","RL","DA","Post-Stim",5,4,NA,4.95173787839906
"A","trial","RL","DA","Post-Stim",5,5,NA,4.31631425574141
"A","trial","RL","DA","Post-Stim",5,6,NA,3.36455201378045
"A","trial","RL","DA","Post-Stim",5,7,NA,6.00231293506725
"A","trial","RL","DA","Post-Stim",5,8,NA,5.14137311119142
"A","trial","RL","DA","Post-Stim",5,9,NA,3.21503805376501
"A","trial","RL","DA","Post-Stim",5,10,NA,4.6082531216071
"A","trial","RL","DA","Post-Stim",5,11,NA,5.0504501956989
"A","trial","RL","DA","Post-Stim",5,12,NA,4.62147197510323
"A","trial","RL","DA","Post-Stim",5,13,NA,4.8387133232182
"A","trial","RL","DA","Post-Stim",5,14,NA,4.43804534993619
"A","trial","RL","DA","Post-Stim",5,15,NA,5.48608147647546
"A","trial","RL","DA","Post-Stim",5,16,NA,4.89921997480321
"A","trial","RL","DA","Post-Stim",5,17,NA,4.39922319636059
"A","trial","RL","DA","Post-Stim",5,18,NA,3.80352987990692
"A","trial","RL","DA","Post-Stim",5,19,NA,6.25583987908339
"A","trial","RL","DA","Post-Stim",5,20,NA,3.30013536582707
"A","trial","RL","DA","Post-Stim",5,21,NA,5.40520834467979
"A","trial","RL","DA","Post-Stim",5,22,NA,6.7563382066384
"A","trial","RL","DA","Post-Stim",5,23,NA,5.41477427030588
"A","trial","RL","DA","Post-Stim",5,24,NA,5.55392977284347
"A","trial","RL","DA","Post-Stim",5,25,NA,5.21152305950437
"A","trial","RL","DA","Post-Stim",5,26,NA,5.63955476998186
"A","trial","RL","DA","Post-Stim",5,27,NA,3.66232571708049
"A","trial","RL","DA","Post-Stim",5,28,NA,3.24815631601898
"A","trial","RL","DA","Post-Stim",5,29,NA,5.95541168552244
"A","trial","RL","DA","Post-Stim",5,30,NA,4.16124259470596
"A","trial","RL","DA","Post-Stim",5,31,NA,3.31744929769681
"A","trial","RL","DA","Post-Stim",5,32,NA,6.85647713201054
"A","trial","RL","DA","Post-Stim",5,33,NA,3.89168185824293
"A","trial","RL","DA","Post-Stim",5,34,NA,6.72669548748941
"A","trial","RL","DA","Post-Stim",5,35,NA,5.48519675863021
"A","trial","RL","DA","Post-Stim",5,36,NA,3.45114972070166
"A","trial","RL","DA","Post-Stim",5,37,NA,4.89195421034516
"A","trial","RL","DA","Post-Stim",5,38,NA,4.15425982949474
"A","trial","RL","DA","Post-Stim",5,39,NA,2.8745777846652
"A","trial","RL","DA","Post-Stim",5,40,NA,4.23504528905635
"A","trial","RL","DA","Post-Stim",5,41,NA,6.47073399254977
"A","trial","RL","DA","Post-Stim",5,42,NA,6.13293793847855
"A","trial","RL","DA","Post-Stim",5,43,NA,6.10464432705078
"A","trial","RL","DA","Post-Stim",5,44,NA,7.06100556982224
"A","trial","RL","DA","Post-Stim",5,45,NA,6.0266458461682
"A","trial","RL","DA","Post-Stim",5,46,NA,3.65577576756115
"A","trial","RL","DA","Post-Stim",5,47,NA,6.0138167563332
"A","trial","RL","DA","Post-Stim",5,48,NA,6.26995211293896
"A","trial","RL","DA","Post-Stim",5,49,NA,3.05458653689405
"A","trial","RL","DA","Post-Stim",5,50,NA,4.37012635308295
"A","trial","RL","DA","Post-Stim",5,51,NA,7.00031834690027
"A","trial","RL","DA","Post-Stim",5,52,NA,5.29428085877395
"A","trial","RL","DA","Post-Stim",5,53,NA,6.0457612498127
"A","trial","RL","DA","Post-Stim",5,54,NA,7.96745734541268
"A","trial","RL","DA","Post-Stim",5,55,NA,8.57668649763515
"A","trial","RL","DA","Post-Stim",5,56,NA,7.90708478362353
"A","trial","RL","DA","Post-Stim",5,57,NA,6.8262983852967
"A","trial","RL","DA","Post-Stim",5,58,NA,4.80528217114539
"A","trial","RL","DA","Post-Stim",5,59,NA,5.11266437998221
"A","trial","RL","DA","Post-Stim",5,60,NA,6.0395593962529
"A","trial","RL","DA","Post-Stim",5,61,NA,2.45094967835474
"A","trial","RL","DA","Post-Stim",5,62,NA,4.6382317770807
"A","trial","RL","DA","Post-Stim",5,63,NA,6.00999389009833
"A","trial","RL","DA","Post-Stim",5,64,NA,6.11086553824751
"A","trial","RL","DA","Post-Stim",5,65,NA,3.53107292561927
"A","trial","RL","DA","Post-Stim",5,66,NA,5.93944847980814
"A","trial","RL","DA","Post-Stim",5,67,NA,4.07568116692445
"A","trial","RL","DA","Post-Stim",5,68,NA,8.02851495196311
"A","trial","RL","DA","Post-Stim",5,69,NA,7.12725914115933
"A","trial","RL","DA","Post-Stim",5,70,NA,6.72978963982369
"A","trial","RL","DA","Post-Stim",5,72,NA,6.05949589638352
"A","trial","RL","DA","Post-Stim",5,73,NA,5.8742347950944
"A","trial","RL","DA","Post-Stim",5,74,NA,5.85940903399496
"A","trial","RL","DA","Post-Stim",5,75,NA,2.87544326049563
"A","trial","RL","DA","Post-Stim",5,76,NA,5.55361883083106
"A","trial","RL","DA","Post-Stim",5,77,NA,4.97385633348334
"A","trial","RL","DA","Post-Stim",5,78,NA,6.00319346088741
"A","trial","RL","DA","Post-Stim",5,79,NA,7.41544677319582
"A","trial","RL","DA","Post-Stim",5,80,NA,5.23987953165646
"A","trial","RL","DA","Post-Stim",5,81,NA,5.41386012057688
"A","trial","RL","DA","Post-Stim",5,82,NA,9.22042566572018
"A","trial","RL","DA","Post-Stim",5,83,NA,4.76973509246378
"A","trial","RL","DA","Post-Stim",5,84,NA,7.87114710890457
"A","trial","RL","DA","Post-Stim",5,85,NA,4.40577342147886
"A","trial","RL","DA","Post-Stim",5,86,NA,5.87489459471603
"A","trial","RL","DA","Post-Stim",5,87,NA,7.7645152152772
"A","trial","RL","DA","Post-Stim",5,88,NA,9.18329575210779
"A","trial","RL","DA","Post-Stim",5,89,NA,8.99925210897685
"A","trial","RL","DA","Post-Stim",5,90,NA,4.90045189204846
"A","trial","RL","DA","Post-Stim",5,91,NA,10.0513022157845
"A","trial","RL","DA","Post-Stim",5,92,NA,7.67250610636945
"A","trial","RL","DA","Post-Stim",5,93,NA,6.26136146090523
"A","trial","RL","DA","Post-Stim",5,94,NA,5.82501800587171
"A","trial","RL","DA","Post-Stim",5,95,NA,8.20175504193488
"A","trial","RL","DA","Post-Stim",5,96,NA,8.02939374178301
"A","trial","RL","DA","Post-Stim",5,97,NA,3.79147023884311
"A","trial","RL","DA","Post-Stim",5,98,NA,6.86540144480774
"A","trial","RL","DA","Post-Stim",5,99,NA,6.51754861776278
"A","trial","RL","DA","Post-Stim",5,100,NA,7.47087739589373
"A","trial","RL","DA","Post-Stim",5,101,NA,7.48917423445959
"A","trial","RL","DA","Post-Stim",5,102,NA,9.16941877654574
"A","trial","RL","DA","Post-Stim",5,103,NA,8.70871334898134
"A","trial","RL","DA","Post-Stim",5,104,NA,7.91805843975859
"A","trial","RL","DA","Post-Stim",5,105,NA,6.83207473619433
"A","trial","RL","5-HT","Pre-Stim",6,1,NA,2.38161165791694
"A","trial","RL","5-HT","Pre-Stim",6,2,NA,7.82618911843876
"A","trial","RL","5-HT","Pre-Stim",6,3,NA,1.75063677489276
"A","trial","RL","5-HT","Pre-Stim",6,4,NA,3.56244488455392
"A","trial","RL","5-HT","Pre-Stim",6,5,NA,5.19086205751002
"A","trial","RL","5-HT","Pre-Stim",6,6,NA,3.66380453610564
"A","trial","RL","5-HT","Pre-Stim",6,7,NA,3.47413918245792
"A","trial","RL","5-HT","Pre-Stim",6,8,NA,2.97125122920726
"A","trial","RL","5-HT","Pre-Stim",6,9,NA,6.65771156695319
"A","trial","RL","5-HT","Pre-Stim",6,10,NA,3.91027658570439
"A","trial","RL","5-HT","Pre-Stim",6,11,NA,5.84953589941774
"A","trial","RL","5-HT","Pre-Stim",6,12,NA,3.00359873913581
"A","trial","RL","5-HT","Pre-Stim",6,13,NA,6.72876222314219
"A","trial","RL","5-HT","Pre-Stim",6,14,NA,5.70392170489129
"A","trial","RL","5-HT","Pre-Stim",6,15,NA,4.14789676512009
"A","trial","RL","5-HT","Pre-Stim",6,16,NA,5.16122386549578
"A","trial","RL","5-HT","Pre-Stim",6,17,NA,5.92131024368435
"A","trial","RL","5-HT","Pre-Stim",6,18,NA,4.6065209115403
"A","trial","RL","5-HT","Pre-Stim",6,19,NA,4.48854964803053
"A","trial","RL","5-HT","Pre-Stim",6,20,NA,4.24318244757646
"A","trial","RL","5-HT","Pre-Stim",6,21,NA,5.67049868765186
"A","trial","RL","5-HT","Pre-Stim",6,22,NA,4.83632556577861
"A","trial","RL","5-HT","Pre-Stim",6,23,NA,5.39413889923877
"A","trial","RL","5-HT","Pre-Stim",6,24,NA,5.19954713063126
"A","trial","RL","5-HT","Pre-Stim",6,25,NA,4.4802811990207
"A","trial","RL","5-HT","Pre-Stim",6,26,NA,3.88809183255487
"A","trial","RL","5-HT","Pre-Stim",6,27,NA,5.26036243027475
"A","trial","RL","5-HT","Pre-Stim",6,28,NA,3.41558677069964
"A","trial","RL","5-HT","Pre-Stim",6,29,NA,6.36810597800553
"A","trial","RL","5-HT","Pre-Stim",6,30,NA,5.45122526861597
"A","trial","RL","5-HT","Pre-Stim",6,31,NA,5.39088432458665
"A","trial","RL","5-HT","Pre-Stim",6,32,NA,2.52967531498353
"A","trial","RL","5-HT","Pre-Stim",6,33,NA,5.64450649131178
"A","trial","RL","5-HT","Pre-Stim",6,34,NA,5.35590839815618
"A","trial","RL","5-HT","Pre-Stim",6,35,NA,6.26021372609321
"A","trial","RL","5-HT","Pre-Stim",6,36,NA,6.56367162156406
"A","trial","RL","5-HT","Pre-Stim",6,37,NA,3.66573609186949
"A","trial","RL","5-HT","Pre-Stim",6,38,NA,7.90360631645424
"A","trial","RL","5-HT","Pre-Stim",6,39,NA,4.57030605966727
"A","trial","RL","5-HT","Pre-Stim",6,40,NA,6.4872281044451
"A","trial","RL","5-HT","Pre-Stim",6,41,NA,5.22644833261617
"A","trial","RL","5-HT","Pre-Stim",6,42,NA,8.12365950667186
"A","trial","RL","5-HT","Pre-Stim",6,43,NA,5.68635887977461
"A","trial","RL","5-HT","Pre-Stim",6,44,NA,5.47416343153658
"A","trial","RL","5-HT","Pre-Stim",6,45,NA,6.29996270416565
"A","trial","RL","5-HT","Pre-Stim",6,46,NA,4.68277910846429
"A","trial","RL","5-HT","Pre-Stim",6,47,NA,6.04067801205389
"A","trial","RL","5-HT","Pre-Stim",6,48,NA,4.61510658999462
"A","trial","RL","5-HT","Pre-Stim",6,49,NA,7.35564172239854
"A","trial","RL","5-HT","Pre-Stim",6,50,NA,5.61997655077091
"A","trial","RL","5-HT","Pre-Stim",6,51,NA,6.39981263193242
"A","trial","RL","5-HT","Pre-Stim",6,52,NA,10.7837855110241
"A","trial","RL","5-HT","Pre-Stim",6,53,NA,6.44610707951002
"A","trial","RL","5-HT","Pre-Stim",6,54,NA,8.67492144973613
"A","trial","RL","5-HT","Pre-Stim",6,55,NA,7.51396532101555
"A","trial","RL","5-HT","Pre-Stim",6,56,NA,6.2300778751047
"A","trial","RL","5-HT","Pre-Stim",6,57,NA,8.24499549509179
"A","trial","RL","5-HT","Pre-Stim",6,58,NA,6.50330588008966
"A","trial","RL","5-HT","Pre-Stim",6,59,NA,6.40568313321471
"A","trial","RL","5-HT","Pre-Stim",6,60,NA,3.33184866107107
"A","trial","RL","5-HT","Pre-Stim",6,61,NA,1.6540514731233
"A","trial","RL","5-HT","Pre-Stim",6,62,NA,6.03279373261354
"A","trial","RL","5-HT","Pre-Stim",6,63,NA,5.62965442525301
"A","trial","RL","5-HT","Pre-Stim",6,64,NA,8.50672075852035
"A","trial","RL","5-HT","Pre-Stim",6,65,NA,5.83964869239527
"A","trial","RL","5-HT","Pre-Stim",6,66,NA,7.85796683503941
"A","trial","RL","5-HT","Pre-Stim",6,67,NA,7.61160816298906
"A","trial","RL","5-HT","Pre-Stim",6,68,NA,7.93792211717028
"A","trial","RL","5-HT","Pre-Stim",6,69,NA,5.90941400909097
"A","trial","RL","5-HT","Pre-Stim",6,70,NA,4.2793859346327
"A","trial","RL","5-HT","Pre-Stim",6,71,NA,7.9931537840184
"A","trial","RL","5-HT","Pre-Stim",6,72,NA,6.82158534275157
"A","trial","RL","5-HT","Pre-Stim",6,73,NA,4.35389189734015
"A","trial","RL","5-HT","Pre-Stim",6,74,NA,6.27328733461287
"A","trial","RL","5-HT","Pre-Stim",6,75,NA,4.72260459679871
"A","trial","RL","5-HT","Pre-Stim",6,76,NA,9.20830747041832
"A","trial","RL","5-HT","Pre-Stim",6,77,NA,5.56332226948368
"A","trial","RL","5-HT","Pre-Stim",6,78,NA,7.40170869520894
"A","trial","RL","5-HT","Pre-Stim",6,79,NA,7.98206428794394
"A","trial","RL","5-HT","Pre-Stim",6,80,NA,8.42019763527993
"A","trial","RL","5-HT","Pre-Stim",6,81,NA,6.22201511195257
"A","trial","RL","5-HT","Pre-Stim",6,82,NA,7.5113542124593
"A","trial","RL","5-HT","Pre-Stim",6,83,NA,6.73222300577021
"A","trial","RL","5-HT","Pre-Stim",6,84,NA,6.76272800930601
"A","trial","RL","5-HT","Pre-Stim",6,85,NA,5.11947705570624
"A","trial","RL","5-HT","Pre-Stim",6,86,NA,7.97339728306445
"A","trial","RL","5-HT","Pre-Stim",6,87,NA,5.67618293432278
"A","trial","RL","5-HT","Pre-Stim",6,88,NA,8.67935411887515
"A","trial","RL","5-HT","Pre-Stim",6,89,NA,7.10215022435888
"A","trial","RL","5-HT","Pre-Stim",6,90,NA,5.4645967106657
"A","trial","RL","5-HT","Pre-Stim",6,91,NA,5.28541285296428
"A","trial","RL","5-HT","Pre-Stim",6,92,NA,7.32865308723607
"A","trial","RL","5-HT","Pre-Stim",6,93,NA,5.32732610098278
"A","trial","RL","5-HT","Pre-Stim",6,94,NA,4.7851717582382
"A","trial","RL","5-HT","Pre-Stim",6,95,NA,0.586051373736857
"A","trial","RL","5-HT","Pre-Stim",6,96,NA,3.04092026590685
"A","trial","RL","5-HT","Pre-Stim",6,97,NA,3.4871529735933
"A","trial","RL","5-HT","Pre-Stim",6,98,NA,1.73958015280878
"A","trial","RL","5-HT","Pre-Stim",6,99,NA,2.07794127991849
"A","trial","RL","5-HT","Pre-Stim",6,100,NA,2.58725457353493
"A","trial","RL","5-HT","Pre-Stim",6,101,NA,1.79435436119203
"A","trial","RL","5-HT","Pre-Stim",6,102,NA,1.03007954972019
"A","trial","RL","5-HT","Pre-Stim",6,103,NA,2.72722491759722
"A","trial","RL","5-HT","Pre-Stim",6,104,NA,2.16899866272323
"A","trial","RL","5-HT","Pre-Stim",6,105,NA,0.856430860615959
"A","trial","RL","DA","Pre-Stim",6,1,NA,-5.55516996744131
"A","trial","RL","DA","Pre-Stim",6,2,NA,-6.18188051916971
"A","trial","RL","DA","Pre-Stim",6,3,NA,-6.91254665589015
"A","trial","RL","DA","Pre-Stim",6,4,NA,-5.99369568110037
"A","trial","RL","DA","Pre-Stim",6,5,NA,-8.20270137078952
"A","trial","RL","DA","Pre-Stim",6,6,NA,-5.54922712604436
"A","trial","RL","DA","Pre-Stim",6,7,NA,-6.70916054302847
"A","trial","RL","DA","Pre-Stim",6,8,NA,-7.01013517694977
"A","trial","RL","DA","Pre-Stim",6,9,NA,-7.92857735141307
"A","trial","RL","DA","Pre-Stim",6,10,NA,-8.65222054507922
"A","trial","RL","DA","Pre-Stim",6,11,NA,-10.1839184190198
"A","trial","RL","DA","Pre-Stim",6,12,NA,-6.26133441654368
"A","trial","RL","DA","Pre-Stim",6,13,NA,-7.63849307486493
"A","trial","RL","DA","Pre-Stim",6,14,NA,-8.12682170126202
"A","trial","RL","DA","Pre-Stim",6,15,NA,-8.35750159689359
"A","trial","RL","DA","Pre-Stim",6,16,NA,-6.40877010388787
"A","trial","RL","DA","Pre-Stim",6,17,NA,-6.61752946094092
"A","trial","RL","DA","Pre-Stim",6,18,NA,-10.9241146103667
"A","trial","RL","DA","Pre-Stim",6,19,NA,-6.34136779423372
"A","trial","RL","DA","Pre-Stim",6,20,NA,-8.31323126676263
"A","trial","RL","DA","Pre-Stim",6,21,NA,-4.98501273623393
"A","trial","RL","DA","Pre-Stim",6,22,NA,-6.31583120079498
"A","trial","RL","DA","Pre-Stim",6,23,NA,-8.26871770294369
"A","trial","RL","DA","Pre-Stim",6,24,NA,-7.46997924069403
"A","trial","RL","DA","Pre-Stim",6,25,NA,-6.68972107799421
"A","trial","RL","DA","Pre-Stim",6,26,NA,-5.78403985221724
"A","trial","RL","DA","Pre-Stim",6,27,NA,-6.70771759220475
"A","trial","RL","DA","Pre-Stim",6,28,NA,-6.46030864653482
"A","trial","RL","DA","Pre-Stim",6,29,NA,-5.53814812738067
"A","trial","RL","DA","Pre-Stim",6,30,NA,-7.39376360470446
"A","trial","RL","DA","Pre-Stim",6,31,NA,-5.86162040716682
"A","trial","RL","DA","Pre-Stim",6,32,NA,-6.39044131586036
"A","trial","RL","DA","Pre-Stim",6,33,NA,-8.03105469248689
"A","trial","RL","DA","Pre-Stim",6,34,NA,-7.47806536986075
"A","trial","RL","DA","Pre-Stim",6,35,NA,-5.26954732789574
"A","trial","RL","DA","Pre-Stim",6,36,NA,-7.60044379115555
"A","trial","RL","DA","Pre-Stim",6,37,NA,-5.66994627647403
"A","trial","RL","DA","Pre-Stim",6,38,NA,-5.17810469461676
"A","trial","RL","DA","Pre-Stim",6,39,NA,-7.61112637566379
"A","trial","RL","DA","Pre-Stim",6,40,NA,-7.03095805526332
"A","trial","RL","DA","Pre-Stim",6,41,NA,-7.01005906470488
"A","trial","RL","DA","Pre-Stim",6,42,NA,-7.71343964567729
"A","trial","RL","DA","Pre-Stim",6,43,NA,-6.32820505612444
"A","trial","RL","DA","Pre-Stim",6,44,NA,-4.67067881021188
"A","trial","RL","DA","Pre-Stim",6,45,NA,-7.53173317348761
"A","trial","RL","DA","Pre-Stim",6,46,NA,-5.06906638801265
"A","trial","RL","DA","Pre-Stim",6,47,NA,-7.02066229699255
"A","trial","RL","DA","Pre-Stim",6,48,NA,-6.2682250802486
"A","trial","RL","DA","Pre-Stim",6,49,NA,-7.41923311216266
"A","trial","RL","DA","Pre-Stim",6,50,NA,-6.4348303389976
"A","trial","RL","DA","Pre-Stim",6,51,NA,-6.86887026256985
"A","trial","RL","DA","Pre-Stim",6,52,NA,-6.10510433900103
"A","trial","RL","DA","Pre-Stim",6,53,NA,-5.2816409265374
