"panel","level","task","nt","stim","idx","trial","Oz"
"D","trial","UG","NE","Post-Stim",4,5,-2.23647609117779
"D","trial","UG","NE","Post-Stim",4,6,-5.20221743969167
"D","trial","UG","NE","Post-Stim",4,7,-0.692151727551637
"D","trial","UG","NE","Post-Stim",4,8,-5.77956876240211
"D","trial","UG","NE","Post-Stim",4,9,-3.89153411442405
"D","trial","UG","NE","Post-Stim",4,10,-2.3987244551339
"D","trial","UG","NE","Post-Stim",4,11,-2.20767794740173
"D","trial","UG","NE","Post-Stim",4,12,-5.03678506723451
"D","trial","UG","NE","Post-Stim",4,13,-3.24755397871037
"D","trial","UG","NE","Post-Stim",4,14,-4.54930569437844
"D","trial","UG","NE","Post-Stim",4,15,-8.06225763666925
"D","trial","UG","NE","Post-Stim",4,16,-9.1687123553168
"D","trial","UG","NE","Post-Stim",4,17,-3.50943693591032
"D","trial","UG","NE","Post-Stim",4,18,-8.06128272228332
"D","trial","UG","NE","Post-Stim",4,19,-4.51666459646594
"D","trial","UG","NE","Post-Stim",4,20,-6.17957384525178
"D","trial","UG","NE","Post-Stim",4,21,-6.50768974155326
"D","trial","UG","NE","Post-Stim",4,22,-3.3128468553619
"D","trial","UG","NE","Post-Stim",4,23,-4.74656999171442
"D","trial","UG","NE","Post-Stim",4,24,0.55041741297526
"D","trial","UG","NE","Post-Stim",4,25,-3.75953206956086
"D","trial","UG","NE","Post-Stim",4,26,-1.06706889217719
"D","trial","UG","NE","Post-Stim",4,27,-1.85826051269978
"D","trial","UG","NE","Post-Stim",4,28,-1.38405243171943
"D","trial","UG","NE","Post-Stim",4,29,-2.10506453554674
"D","trial","UG","NE","Post-Stim",4,30,0.526265102806161
"D","trial","UG","NE","Pre-Stim",5,1,-5.08676447432678
"D","trial","UG","NE","Pre-Stim",5,2,-2.1113052897475
"D","trial","UG","NE","Pre-Stim",5,3,-0.0757619372436899
"D","trial","UG","NE","Pre-Stim",5,4,5.10209841429592
"D","trial","UG","NE","Pre-Stim",5,5,5.34665447434478
"D","trial","UG","NE","Pre-Stim",5,6,0.493420100332424
"D","trial","UG","NE","Pre-Stim",5,7,5.48550984811977
"D","trial","UG","NE","Pre-Stim",5,8,9.60285272966671
"D","trial","UG","NE","Pre-Stim",5,9,5.60894755183251
"D","trial","UG","NE","Pre-Stim",5,10,9.4110175529002
"D","trial","UG","NE","Pre-Stim",5,11,11.2059202892691
"D","trial","UG","NE","Pre-Stim",5,12,7.26847221745108
"D","trial","UG","NE","Pre-Stim",5,13,13.0444243561958
"D","trial","UG","NE","Pre-Stim",5,14,7.59215041413252
"D","trial","UG","NE","Pre-Stim",5,15,3.72214575015677
"D","trial","UG","NE","Pre-Stim",5,16,3.67077855244177
"D","trial","UG","NE","Pre-Stim",5,17,3.45732477128775
"D","trial","UG","NE","Pre-Stim",5,18,3.16609895671859
"D","trial","UG","NE","Pre-Stim",5,19,-0.223532376175802
"D","trial","UG","NE","Pre-Stim",5,20,2.64004296004376
"D","trial","UG","NE","Pre-Stim",5,21,8.34464818350971
"D","trial","UG","NE","Pre-Stim",5,22,3.26950704154838
"D","trial","UG","NE","Pre-Stim",5,23,0.873576880420617
"D","trial","UG","NE","Pre-Stim",5,24,-1.35240362277521
"D","trial","UG","NE","Pre-Stim",5,25,4.47515018528681
"D","trial","UG","NE","Pre-Stim",5,26,-2.04853623074055
"D","trial","UG","NE","Pre-Stim",5,27,-0.501772834982979
"D","trial","UG","NE","Pre-Stim",5,28,-1.27120677345641
"D","trial","UG","NE","Pre-Stim",5,29,-0.458054020252561
"D","trial","UG","NE","Pre-Stim",5,30,0.0136720120302578
"D","trial","UG","NE","Post-Stim",5,1,-8.06393704931275
"D","trial","UG","NE","Post-Stim",5,2,-8.42736278779584
"D","trial","UG","NE","Post-Stim",5,3,-5.59618199930049
"D","trial","UG","NE","Post-Stim",5,4,-8.56322066693135
"D","trial","UG","NE","Post-Stim",5,5,-6.37451120292489
"D","trial","UG","NE","Post-Stim",5,6,-10.1684951871556
"D","trial","UG","NE","Post-Stim",5,7,-5.02000125006171
"D","trial","UG","NE","Post-Stim",5,8,-2.35563966254408
"D","trial","UG","NE","Post-Stim",5,9,-3.2244735514714
"D","trial","UG","NE","Post-Stim",5,10,-2.65024977844675
"D","trial","UG","NE","Post-Stim",5,11,-2.09544081593215
"D","trial","UG","NE","Post-Stim",5,12,-2.33007265745181
"D","trial","UG","NE","Post-Stim",5,13,0.268542188977046
"D","trial","UG","NE","Post-Stim",5,14,-3.77309370063901
"D","trial","UG","NE","Post-Stim",5,15,-1.25171219530789
"D","trial","UG","NE","Post-Stim",5,16,-3.6750275059396
"D","trial","UG","NE","Post-Stim",5,17,3.51161966222849
"D","trial","UG","NE","Post-Stim",5,18,-3.34773317973452
"D","trial","UG","NE","Post-Stim",5,19,-2.43931520401825
"D","trial","UG","NE","Post-Stim",5,20,-1.27804320916632
"D","trial","UG","NE","Post-Stim",5,21,-1.81810630323791
"D","trial","UG","NE","Post-Stim",5,22,-3.49353211336659
"D","trial","UG","NE","Post-Stim",5,23,2.35236593863013
"D","trial","UG","NE","Post-Stim",5,24,-7.35462792789847
"D","trial","UG","NE","Post-Stim",5,25,-0.237077656170886
"D","trial","UG","NE","Post-Stim",5,26,2.15633653427534
"D","trial","UG","NE","Post-Stim",5,27,2.10524890195724
"D","trial","UG","NE","Post-Stim",5,28,3.19994074864752
"D","trial","UG","NE","Post-Stim",5,29,-0.059282318374091
"D","trial","UG","NE","Post-Stim",5,30,1.29804141474604
"D","trial","UG","NE","Pre-Stim",6,1,-2.94168988402809
"D","trial","UG","NE","Pre-Stim",6,2,-7.66405809425253
"D","trial","UG","NE","Pre-Stim",6,3,-1.20774570421412
"D","trial","UG","NE","Pre-Stim",6,4,-7.44612066329376
"D","trial","UG","NE","Pre-Stim",6,5,-6.03777201386515
"D","trial","UG","NE","Pre-Stim",6,6,-5.92878531239394
"D","trial","UG","NE","Pre-Stim",6,7,-6.83670127794588
"D","trial","UG","NE","Pre-Stim",6,8,-3.87860406584454
"D","trial","UG","NE","Pre-Stim",6,9,-5.95503851610996
"D","trial","UG","NE","Pre-Stim",6,10,-2.6892184740314
"D","trial","UG","NE","Pre-Stim",6,11,-4.71059497509979
"D","trial","UG","NE","Pre-Stim",6,12,-4.49557219141325
"D","trial","UG","NE","Pre-Stim",6,13,-5.34388816561292
"D","trial","UG","NE","Pre-Stim",6,14,-4.47315609924998
"D","trial","UG","NE","Pre-Stim",6,15,-6.50743469400392
"D","trial","UG","NE","Pre-Stim",6,16,-5.57771324588462
"D","trial","UG","NE","Pre-Stim",6,17,-6.34046892424194
"D","trial","UG","NE","Pre-Stim",6,18,-2.1841702499186
"D","trial","UG","NE","Pre-Stim",6,19,-2.11941266441859
"D","trial","UG","NE","Pre-Stim",6,20,-4.43353989612268
"D","trial","UG","NE","Pre-Stim",6,21,-3.84788787150378
"D","trial","UG","NE","Pre-Stim",6,22,-3.19478644345335
"D","trial","UG","NE","Pre-Stim",6,23,-3.27589916072037
"D","trial","UG","NE","Pre-Stim",6,24,-3.83839424065475
"D","trial","UG","NE","Pre-Stim",6,25,-3.43054517223026
"D","trial","UG","NE","Pre-Stim",6,26,-3.661968315198
"D","trial","UG","NE","Pre-Stim",6,27,-4.13992507617778
"D","trial","UG","NE","Pre-Stim",6,28,-5.84759534366973
"D","trial","UG","NE","Pre-Stim",6,29,-1.44994326056673
"D","trial","UG","NE","Pre-Stim",6,30,-4.17233622353328
"D","trial","UG","NE","Post-Stim",6,1,-2.66998580454438
"D","trial","UG","NE","Post-Stim",6,2,-2.35405399276794
"D","trial","UG","NE","Post-Stim",6,3,-3.21799473847256
"D","trial","UG","NE","Post-Stim",6,4,-1.64165742213269
"D","trial","UG","NE","Post-Stim",6,5,0.681628598305663
"D","trial","UG","NE","Post-Stim",6,6,0.188695940531026
"D","trial","UG","NE","Post-Stim",6,7,-0.890760954413099
"D","trial","UG","NE","Post-Stim",6,8,0.27650410198073
"D","trial","UG","NE","Post-Stim",6,9,-0.670827306272346
"D","trial","UG","NE","Post-Stim",6,10,1.42245279190578
"D","trial","UG","NE","Post-Stim",6,11,0.824865849194952
"D","trial","UG","NE","Post-Stim",6,12,1.14924249658896
"D","trial","UG","NE","Post-Stim",6,13,4.42913048342218
"D","trial","UG","NE","Post-Stim",6,14,4.20695621318424
"D","trial","UG","NE","Post-Stim",6,15,4.56445978016918
"D","trial","UG","NE","Post-Stim",6,16,4.26722843701847
"D","trial","UG","NE","Post-Stim",6,17,4.507125268735
"D","trial","UG","NE","Post-Stim",6,18,2.46999697779636
"D","trial","UG","NE","Post-Stim",6,19,7.73211490213507
"D","trial","UG","NE","Post-Stim",6,20,6.34057474212813
"D","trial","UG","NE","Post-Stim",6,21,6.46389281880812
"D","trial","UG","NE","Post-Stim",6,22,7.63782547475574
"D","trial","UG","NE","Post-Stim",6,23,9.73774490961722
"D","trial","UG","NE","Post-Stim",6,24,5.07723035412619
"D","trial","UG","NE","Post-Stim",6,25,9.3434474053181
"D","trial","UG","NE","Post-Stim",6,26,9.45359784276295
"D","trial","UG","NE","Post-Stim",6,27,9.12078636004818
"D","trial","UG","NE","Post-Stim",6,28,10.0629211276597
"D","trial","UG","NE","Post-Stim",6,29,12.0143471832913
"D","trial","UG","NE","Post-Stim",6,30,11.1266309073224
"D","trial","UG","NE","Pre-Stim",7,1,4.24897096039734
"D","trial","UG","NE","Pre-Stim",7,2,5.96296160071201
"D","trial","UG","NE","Pre-Stim",7,3,3.75819966557834
"D","trial","UG","NE","Pre-Stim",7,4,4.76541303511147
"D","trial","UG","NE","Pre-Stim",7,5,5.94699753301528
"D","trial","UG","NE","Pre-Stim",7,6,4.78705672282739
"D","trial","UG","NE","Pre-Stim",7,7,5.69851660057284
"D","trial","UG","NE","Pre-Stim",7,8,6.2272983566317
"D","trial","UG","NE","Pre-Stim",7,9,8.32339210232468
"D","trial","UG","NE","Pre-Stim",7,10,6.81224308877337
"D","trial","UG","NE","Pre-Stim",7,11,4.36625667992739
"D","trial","UG","NE","Pre-Stim",7,12,4.97849302192931
"D","trial","UG","NE","Pre-Stim",7,13,-0.844796242861324
"D","trial","UG","NE","Pre-Stim",7,14,5.80852117000546
"D","trial","UG","NE","Pre-Stim",7,15,3.00145958105148
"D","trial","UG","NE","Pre-Stim",7,16,3.88928392048361
"D","trial","UG","NE","Pre-Stim",7,17,2.02648192391784
"D","trial","UG","NE","Pre-Stim",7,18,0.523386862175137
"D","trial","UG","NE","Pre-Stim",7,19,-1.28477851800636
"D","trial","UG","NE","Pre-Stim",7,20,4.0502515963786
"D","trial","UG","NE","Pre-Stim",7,21,3.22550065451806
"D","trial","UG","NE","Pre-Stim",7,22,1.63866447766157
"D","trial","UG","NE","Pre-Stim",7,23,-2.74153754704106
"D","trial","UG","NE","Pre-Stim",7,24,1.38954509017645
"D","trial","UG","NE","Pre-Stim",7,25,-0.341201056005039
"D","trial","UG","NE","Pre-Stim",7,26,-4.02885221931078
"D","trial","UG","NE","Pre-Stim",7,27,-1.36275021737326
"D","trial","UG","NE","Pre-Stim",7,28,3.34877679539343
"D","trial","UG","NE","Pre-Stim",7,29,0.452522167153927
"D","trial","UG","NE","Pre-Stim",7,30,1.33666595722121
"D","trial","UG","NE","Post-Stim",7,1,-4.02412980962958
"D","trial","UG","NE","Post-Stim",7,2,-4.01204027738253
"D","trial","UG","NE","Post-Stim",7,3,-3.01336644237399
"D","trial","UG","NE","Post-Stim",7,4,-4.27807910869497
"D","trial","UG","NE","Post-Stim",7,5,3.59780418221292
"D","trial","UG","NE","Post-Stim",7,6,-7.11907628917797
"D","trial","UG","NE","Post-Stim",7,7,-4.10485087629971
"D","trial","UG","NE","Post-Stim",7,8,1.14235148023719
"D","trial","UG","NE","Post-Stim",7,9,-0.698109185536229
"D","trial","UG","NE","Post-Stim",7,10,-2.91171645910075
"D","trial","UG","NE","Post-Stim",7,11,-3.94674451707589
"D","trial","UG","NE","Post-Stim",7,12,-2.34382418875673
"D","trial","UG","NE","Post-Stim",7,13,-1.14044007859834
"D","trial","UG","NE","Post-Stim",7,14,-0.918038926896829
"D","trial","UG","NE","Post-Stim",7,15,-5.9165543782987
"D","trial","UG","NE","Post-Stim",7,16,-1.52044307410876
"D","trial","UG","NE","Post-Stim",7,17,-3.94788350581903
"D","trial","UG","NE","Post-Stim",7,18,-2.83197322993283
"D","trial","UG","NE","Post-Stim",7,19,-4.29454198618713
"D","trial","UG","NE","Post-Stim",7,20,-6.90408587261686
"D","trial","UG","NE","Post-Stim",7,21,-3.88165503135311
"D","trial","UG","NE","Post-Stim",7,22,-9.92975471041621
"D","trial","UG","NE","Post-Stim",7,23,-0.846324875792429
"D","trial","UG","NE","Post-Stim",7,24,-3.570101766017
"D","trial","UG","NE","Post-Stim",7,25,-5.3832973569916
"D","trial","UG","NE","Post-Stim",7,26,-3.99089452366937
"D","trial","UG","NE","Post-Stim",7,27,-4.63871461568214
"D","trial","UG","NE","Post-Stim",7,28,-1.55559897918149
"D","trial","UG","NE","Post-Stim",7,29,-8.53510588042214
"D","trial","UG","NE","Post-Stim",7,30,-3.04694681647993
"D","trial","UG","NE","Pre-Stim",8,1,8.86091827801977
"D","trial","UG","NE","Pre-Stim",8,2,13.5037744661846
"D","trial","UG","NE","Pre-Stim",8,3,6.62149181791298
"D","trial","UG","NE","Pre-Stim",8,4,5.07349546857073
"D","trial","UG","NE","Pre-Stim",8,5,5.66289619859629
"D","trial","UG","NE","Pre-Stim",8,6,6.75332386745602
"D","trial","UG","NE","Pre-Stim",8,7,2.41634821302204
"D","trial","UG","NE","Pre-Stim",8,8,4.00233079529632
"D","trial","UG","NE","Pre-Stim",8,9,-2.57162828650944
"D","trial","UG","NE","Pre-Stim",8,10,1.06422644568446
"D","trial","UG","NE","Pre-Stim",8,11,5.36078229629399
"D","trial","UG","NE","Pre-Stim",8,12,0.675262675101051
"D","trial","UG","NE","Pre-Stim",8,13,5.29917266065629
"D","trial","UG","NE","Pre-Stim",8,14,-0.412194759493524
"D","trial","UG","NE","Pre-Stim",8,15,2.37644974579597
"D","trial","UG","NE","Pre-Stim",8,16,-10.6867610557326
"D","trial","UG","NE","Pre-Stim",8,17,-1.27797019081844
"D","trial","UG","NE","Pre-Stim",8,18,3.09776061533971
"D","trial","UG","NE","Pre-Stim",8,19,2.6771567650049
"D","trial","UG","NE","Pre-Stim",8,20,-3.14925139777318
"D","trial","UG","NE","Pre-Stim",8,21,0.0380747429230419
"D","trial","UG","NE","Pre-Stim",8,22,0.22335419958224
"D","trial","UG","NE","Pre-Stim",8,23,-2.83826235734888
"D","trial","UG","NE","Pre-Stim",8,24,-0.881720799569891
"D","trial","UG","NE","Pre-Stim",8,25,-6.09897715983778
"D","trial","UG","NE","Pre-Stim",8,26,-4.25923738282552
"D","trial","UG","NE","Pre-Stim",8,27,-0.772853284647889
"D","trial","UG","NE","Pre-Stim",8,28,-8.74739058348167
"D","trial","UG","NE","Pre-Stim",8,29,-1.9166218255065
"D","trial","UG","NE","Pre-Stim",8,30,-5.23274644116036
"D","trial","UG","NE","Post-Stim",8,1,-4.18498922659609
"D","trial","UG","NE","Post-Stim",8,2,-2.34153243602843
"D","trial","UG","NE","Post-Stim",8,3,-4.41004673361358
"D","trial","UG","NE","Post-Stim",8,4,-2.59159407189466
"D","trial","UG","NE","Post-Stim",8,5,-0.589488751042245
"D","trial","UG","NE","Post-Stim",8,6,-2.92484991733095
"D","trial","UG","NE","Post-Stim",8,7,-0.963734373783382
"D","trial","UG","NE","Post-Stim",8,8,3.73146858023926
"D","trial","UG","NE","Post-Stim",8,9,-1.80196191338084
"D","trial","UG","NE","Post-Stim",8,10,-4.98581506784843
"D","trial","UG","NE","Post-Stim",8,11,-1.69638387372548
"D","trial","UG","NE","Post-Stim",8,12,-5.02014756330557
"D","trial","UG","NE","Post-Stim",8,13,-4.96701619905168
"D","trial","UG","NE","Post-Stim",8,14,0.259756998914506
"D","trial","UG","NE","Post-Stim",8,15,-1.47026321030334
"D","trial","UG","NE","Post-Stim",8,16,-2.04997381763922
"D","trial","UG","NE","Post-Stim",8,17,-0.25772482736545
"D","trial","UG","NE","Post-Stim",8,18,0.0967610131080827
"D","trial","UG","NE","Post-Stim",8,19,-1.80740234576902
"D","trial","UG","NE","Post-Stim",8,20,-1.02836370102991
"D","trial","UG","NE","Post-Stim",8,21,-1.52818820988909
"D","trial","UG","NE","Post-Stim",8,22,-2.04337066903733
"D","trial","UG","NE","Post-Stim",8,23,-0.200156880490578
"D","trial","UG","NE","Post-Stim",8,24,0.780520627998608
"D","trial","UG","NE","Post-Stim",8,25,-1.72229653753015
"D","trial","UG","NE","Post-Stim",8,26,0.731395370523452
"D","trial","UG","NE","Post-Stim",8,27,1.35825440120915
"D","trial","UG","NE","Post-Stim",8,28,0.881559373944858
"D","trial","UG","NE","Post-Stim",8,29,-1.42897722802125
"D","trial","UG","NE","Post-Stim",8,30,0.069764067382135
"D","trial","UG","NE","Pre-Stim",9,1,-1.61278213446392
"D","trial","UG","NE","Pre-Stim",9,2,0.936190267049394
"D","trial","UG","NE","Pre-Stim",9,3,5.76917111809752
"D","trial","UG","NE","Pre-Stim",9,4,-0.0819767973002393
"D","trial","UG","NE","Pre-Stim",9,5,-0.915448969966735
"D","trial","UG","NE","Pre-Stim",9,6,0.538482713483241
"D","trial","UG","NE","Pre-Stim",9,7,-2.57316518321105
"D","trial","UG","NE","Pre-Stim",9,8,3.04460153547034
"D","trial","UG","NE","Pre-Stim",9,9,-3.41807461886833
"D","trial","UG","NE","Pre-Stim",9,10,-1.32099206967044
"D","trial","UG","NE","Pre-Stim",9,11,-2.7836346144431
"D","trial","UG","NE","Pre-Stim",9,12,0.0489841766694565
"D","trial","UG","NE","Pre-Stim",9,13,2.8822664857482
"D","trial","UG","NE","Pre-Stim",9,14,-1.32267032894405
"D","trial","UG","NE","Pre-Stim",9,15,-3.81118681970352
"D","trial","UG","NE","Pre-Stim",9,16,-0.596427153639592
"D","trial","UG","NE","Pre-Stim",9,17,-1.19604044034978
"D","trial","UG","NE","Pre-Stim",9,18,-0.246428758091025
"D","trial","UG","NE","Pre-Stim",9,19,-5.02245181307845
"D","trial","UG","NE","Pre-Stim",9,20,-4.01859459250652
"D","trial","UG","NE","Pre-Stim",9,21,-5.96790232500025
"D","trial","UG","NE","Pre-Stim",9,22,-3.30424105201339
"D","trial","UG","NE","Pre-Stim",9,23,-0.217974162624888
"D","trial","UG","NE","Pre-Stim",9,24,-3.21198197033461
"D","trial","UG","NE","Pre-Stim",9,25,-6.78609402510028
"D","trial","UG","NE","Pre-Stim",9,26,-3.90849950609579
"D","trial","UG","NE","Pre-Stim",9,27,-2.38608555016117
"D","trial","UG","NE","Pre-Stim",9,28,-9.16827186466578
"D","trial","UG","NE","Pre-Stim",9,29,-3.03839673852449
"D","trial","UG","NE","Pre-Stim",9,30,-7.34640115708924
"D","trial","UG","NE","Post-Stim",9,2,1.81652560853403
"D","trial","UG","NE","Post-Stim",9,3,-7.02768230064324
"D","trial","UG","NE","Post-Stim",9,4,-6.84553161911809
"D","trial","UG","NE","Post-Stim",9,5,-2.93606649798967
"D","trial","UG","NE","Post-Stim",9,6,-6.17006019814756
"D","trial","UG","NE","Post-Stim",9,7,-0.809152640702059
"D","trial","UG","NE","Post-Stim",9,8,-5.34425367503649
"D","trial","UG","NE","Post-Stim",9,9,-0.542216809616855
"D","trial","UG","NE","Post-Stim",9,10,1.23239796209291
"D","trial","UG","NE","Post-Stim",9,11,-0.201207223897581
"D","trial","UG","NE","Post-Stim",9,12,5.35149056086458
"D","trial","UG","NE","Post-Stim",9,13,-4.71545237910444
"D","trial","UG","NE","Post-Stim",9,14,5.01463727535054
"D","trial","UG","NE","Post-Stim",9,15,-2.59164366257453
"D","trial","UG","NE","Post-Stim",9,16,3.38011666119991
"D","trial","UG","NE","Post-Stim",9,17,-0.779725002294271
"D","trial","UG","NE","Post-Stim",9,18,6.38932705555578
"D","trial","UG","NE","Post-Stim",9,19,2.25903527596511
"D","trial","UG","NE","Post-Stim",9,20,3.80647915034119
"D","trial","UG","NE","Post-Stim",9,21,0.377777262302356
"D","trial","UG","NE","Post-Stim",9,22,4.87044121257952
"D","trial","UG","NE","Post-Stim",9,23,3.08985037444527
"D","trial","UG","NE","Post-Stim",9,24,5.09007486326294
"D","trial","UG","NE","Post-Stim",9,25,5.01242781495601
"D","trial","UG","NE","Post-Stim",9,26,7.30465339948231
"D","trial","UG","NE","Post-Stim",9,27,8.62803791744728
"D","trial","UG","NE","Post-Stim",9,28,8.87406328245414
"D","trial","UG","NE","Post-Stim",9,29,7.04461790202113
"D","trial","UG","NE","Post-Stim",9,30,6.33143112134246
"D","trial","UG","NE","Pre-Stim",10,1,4.00356683817251
"D","trial","UG","NE","Pre-Stim",10,2,5.636843642314
"D","trial","UG","NE","Pre-Stim",10,3,2.53370345510647
"D","trial","UG","NE","Pre-Stim",10,4,4.64012281964612
"D","trial","UG","NE","Pre-Stim",10,5,0.513351367421258
"D","trial","UG","NE","Pre-Stim",10,6,2.33748627354978
"D","trial","UG","NE","Pre-Stim",10,7,1.9022874527157
"D","trial","UG","NE","Pre-Stim",10,8,3.51300135832406
"D","trial","UG","NE","Pre-Stim",10,9,0.388585140776514
"D","trial","UG","NE","Pre-Stim",10,10,3.60998728482457
"D","trial","UG","NE","Pre-Stim",10,11,1.61750349002323
"D","trial","UG","NE","Pre-Stim",10,12,2.55578657146522
"D","trial","UG","NE","Pre-Stim",10,13,2.47668086231561
"D","trial","UG","NE","Pre-Stim",10,14,4.56821440256479
"D","trial","UG","NE","Pre-Stim",10,15,3.15881038738349
"D","trial","UG","NE","Pre-Stim",10,16,4.39780515394534
"D","trial","UG","NE","Pre-Stim",10,17,4.45002252979311
"D","trial","UG","NE","Pre-Stim",10,18,4.52449005534209
"D","trial","UG","NE","Pre-Stim",10,19,4.05449403002315
"D","trial","UG","NE","Pre-Stim",10,21,2.22749278276631
"D","trial","UG","NE","Pre-Stim",10,22,6.24712807647293
"D","trial","UG","NE","Pre-Stim",10,23,4.89598072402363
"D","trial","UG","NE","Pre-Stim",10,24,7.79381285857629
"D","trial","UG","NE","Pre-Stim",10,25,8.69833756623612
"D","trial","UG","NE","Pre-Stim",10,26,8.36252743477912
"D","trial","UG","NE","Pre-Stim",10,27,8.58227502811815
"D","trial","UG","NE","Pre-Stim",10,28,12.4755260408329
"D","trial","UG","NE","Pre-Stim",10,29,12.6114123905434
"D","trial","UG","NE","Pre-Stim",10,30,11.217723504823
"D","trial","UG","NE","Post-Stim",10,1,-7.42884087530018
"D","trial","UG","NE","Post-Stim",10,2,-4.37952856117653
"D","trial","UG","NE","Post-Stim",10,3,-7.67540215983976
"D","trial","UG","NE","Post-Stim",10,4,-5.76270787459771
"D","trial","UG","NE","Post-Stim",10,5,-7.40946412657966
"D","trial","UG","NE","Post-Stim",10,6,-10.8454964959067
"D","trial","UG","NE","Post-Stim",10,7,-7.03986458146931
"D","trial","UG","NE","Post-Stim",10,8,-8.50582069256804
"D","trial","UG","NE","Post-Stim",10,9,-9.55682645972056
"D","trial","UG","NE","Post-Stim",10,10,-7.84418225149861
"D","trial","UG","NE","Post-Stim",10,11,-5.28749686409051
"D","trial","UG","NE","Post-Stim",10,12,-4.00792796876291
"D","trial","UG","NE","Post-Stim",10,13,-4.03073281853339
"D","trial","UG","NE","Post-Stim",10,14,-4.23567778873791
"D","trial","UG","NE","Post-Stim",10,15,-3.88873230573552
"D","trial","UG","NE","Post-Stim",10,16,-5.74745022190077
"D","trial","UG","NE","Post-Stim",10,17,-2.44097164141935
"D","trial","UG","NE","Post-Stim",10,18,-3.91376547484069
"D","trial","UG","NE","Post-Stim",10,19,-1.83695127137658
"D","trial","UG","NE","Post-Stim",10,20,-5.16905580701119
"D","trial","UG","NE","Post-Stim",10,21,-3.48537475817426
"D","trial","UG","NE","Post-Stim",10,23,-5.96216700626341
"D","trial","UG","NE","Post-Stim",10,24,-2.91654388303927
"D","trial","UG","NE","Post-Stim",10,25,-4.14399569817757
"D","trial","UG","NE","Post-Stim",10,26,-3.44999035919391
"D","trial","UG","NE","Post-Stim",10,27,-2.78447310742677
"D","trial","UG","NE","Post-Stim",10,28,-1.98042803649447
"D","trial","UG","NE","Post-Stim",10,29,-4.09258615148413
"D","trial","UG","NE","Post-Stim",10,30,-1.94474295848746
